Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;sar-us;sar-eu;price;tbench;cam2features;bodyother;batlife;batstandby1;battalktime1;batmusicplayback1;displayother;featuresother;gprstext;edge;optionalother
https://www.gsmarena.com/blackberry_passport-6457.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-passport-1.jpg;BlackBerry Passport;Released 2014, September;196g, 9.3mm thickness;BlackBerry OS 10.3, up to 10.3.2;32GB storage, microSDXC;738;1.3%;9,151,075 hits;"4.5""";1440x1440 pixels;3 GB RAM;Snapdragon 801;3450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8;HSPA, LTE-A;2014, June. Released 2014, September;Discontinued;128 x 90.3 x 9.3 mm (5.04 x 3.56 x 0.37 in);196 g (6.91 oz);Glass front (Gorilla Glass 3), plastic back, aluminum frame;Nano-SIM;IPS LCD;4.5 inches, 65.3 cm(~56.5% screen-to-body ratio);1440 x 1440 pixels, 1:1 ratio (~453 ppi density);Corning Gorilla Glass 3;BlackBerry OS 10.3, upgradable to 10.3.2;Qualcomm MSM8974AA Snapdragon 801 (28 nm);Quad-core 2.26 GHz Krait 400;Adreno 330;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.0;13 MP, f/2.0, 30mm (standard), AF, OIS;LED flash, HDR, panorama;1080p@60fps;2 MP, f/2.8, 28mm (wide);720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio, RDS;microUSB 2.0 (SlimPort);Accelerometer, gyro, proximity, compass;Li-Ion 3450 mAh, non-removable;Black, White, Red, Black&Gold, Silver;;;;About 170 EUR;Basemark X: 10682;;Capacitive touch 3-row BlackBerry keyboard;;Up to 432 h (2G) / Up to 444 h (3G);Up to 18 h (2G) / Up to 23 h (3G);Up to 84 h;;;;;
https://www.gsmarena.com/blackberry_classic-6458.php;https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Classic.jpg;BlackBerry Classic;Released 2014, December;177g, 10.2mm thickness;BlackBerry OS 10.3.1, up to 10.3.2;16GB storage, microSDXC;353;0.9%;5,895,320 hits;"3.5""";720x720 pixels;2 GB RAM;Snapdragon S4 Plus;2515 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 1900 / 2100 - USA model;1, 2, 4, 5, 7, 13, 17, 25 - USA model;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2014, June. Released 2014, December;Discontinued;131 x 72.4 x 10.2 mm (5.16 x 2.85 x 0.40 in);177 g (6.24 oz);;Nano-SIM;IPS LCD,;3.5 inches, 38.7 cm(~40.8% screen-to-body ratio);720 x 720 pixels, 1:1 ratio (~294 ppi density);Corning Gorilla Glass 3;BlackBerry OS 10.3.1, upgradable to 10.3.2;Qualcomm MSM8960 Snapdragon S4 Plus;Dual-core 1.5 GHz Krait;Adreno 225;microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.2, 31mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, EDR, LE;GPS;Yes;FM radio;microUSB 2.0 (SlimPort);Accelerometer, gyro, proximity, compass;Li-Ion 2515 mAh, non-removable;Black, White, Blue, Bronze, Cobalt blue;;;;About 120 EUR;;;Optical trackpad;;Up to 348 h (2G) / Up to 365 h (3G);Up to 11 h 40 min (2G) / Up to 17 h 10 min (3G);Up to 70 h;;;;;
https://www.gsmarena.com/blackberry_z3-6163.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-z3-new.jpg;BlackBerry Z3;Released 2014, May;164g, 9.3mm thickness;BlackBerry OS 10.2.1, up to 10.3.1;8GB storage, microSDHC;252;0.3%;13,269,245 hits;"5.0""";540x960 pixels;1.5 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;;HSPA;2014, February. Released 2014, May;Discontinued;140 x 72.8 x 9.3 mm (5.51 x 2.87 x 0.37 in);164 g (5.78 oz);Glass front, plastic back, plastic frame;Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~67.6% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);;BlackBerry OS 10.2.1, upgradable to 10.3.1;Qualcomm MSM8230 Snapdragon 400 (28 nm);Dual-core 1.2 GHz Krait 200;Adreno 305;microSDHC (dedicated slot);8GB 1.5GB RAM;eMMC 4.5;5 MP, f/2.4, 30mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;1.1 MP;720p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Black;;;;About 90 EUR;;;;;Up to 384 h;Up to 15 h 30 min;Up to 84 h;;;;;
https://www.gsmarena.com/blackberry_porsche_design_p_9982-5856.php;https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Porsche-Design-P9982.jpg;BlackBerry Porsche Design P'9982;Released 2013, December;140g, 9.5mm thickness;BlackBerry OS 10.2, up to 10.2.1;64GB storage, microSDXC;104;0.2%;1,717,835 hits;"4.2""";768x1280 pixels;2 GB RAM;Snapdragon S4 Pro;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;3, 7, 8, 20;HSPA 21.1/5.76 Mbps, LTE;2013, November. Released 2013, December;Discontinued;131 x 65.6 x 9.5 mm (5.16 x 2.58 x 0.37 in);140 g (4.94 oz);;Micro-SIM;IPS LCD;4.2 inches, 50.2 cm(~58.4% screen-to-body ratio);768 x 1280 pixels, 5:3 ratio (~355 ppi density);;BlackBerry OS 10.2, upgradable to 10.2.1;Qualcomm MSM8960T Snapdragon S4 Pro;Dual-core 1.5 GHz Krait;Adreno 225;microSDXC (dedicated slot);64GB 2GB RAM;;8 MP, AF;LED flash, HDR;1080p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot;4.0, A2DP, LE;GPS;Yes;No;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1800 mAh, removable;Silver;;;;About 390 EUR;;;Stainless steel body and leather-covered rear panelLimited edition with crocodile leather (500 units);;Up to 240 h;Up to 8 h (2G) / Up to 9 h (3G);;;HDMI portBlackBerry mapsOrganizerDocument viewerPhoto viewer/editorVideo editorMP3/WMA/WAV/eAAC+/FlAC playerDivX/XviD/MP4/WMV/H.264 playerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_z30-5711.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-z30.jpg;BlackBerry Z30;Released 2013, October;170g, 9.4mm thickness;BlackBerry OS 10.2, up to 10.3.1;16GB storage, microSDXC;421;0.4%;8,093,922 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon S4 Pro;2880 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 / 800;1, 3, 7, 8, 20;HSPA, LTE;2013, September. Released 2013, October;Discontinued;140.7 x 72 x 9.4 mm (5.54 x 2.83 x 0.37 in);170 g (6.00 oz);;Micro-SIM;Super AMOLED;5.0 inches, 68.9 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;BlackBerry OS 10.2, upgradable to 10.3.1;Qualcomm MSM8960T Snapdragon S4 Pro;Dual-core 1.7 GHz Krait;Adreno 320;microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.2, 31mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio (after SW upgrade);microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2880 mAh, non-removable;Black;;;;About 140 EUR;;;;;Up to 384 h (3G);Up to 25 h (2G) / Up to 18 h (3G);;;HDMI port;;;
https://www.gsmarena.com/blackberry_9720-5625.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-9720.jpg;BlackBerry 9720;Released 2013, August;120g, 12mm thickness;BlackBerry OS 7.1;512MB ROM storage, microSDHC slot;61;0.3%;3,563,766 hits;"2.8""";480x360 pixels;512 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;HSPA 7.2/5.76 Mbps;2013, August. Released 2013, August;Discontinued;114 x 66 x 12 mm (4.49 x 2.60 x 0.47 in);120 g (4.23 oz);;Mini-SIM;IPS LCD;2.8 inches, 24.3 cm(~32.3% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~214 ppi density);;BlackBerry OS 7.1;;806 MHz Tavor MG1;;microSDHC (dedicated slot);512MB ROM, 512MB RAM;;5 MP;LED flash;480p@30fps;No;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1450 mAh, removable;Black, White, Purple, Blue, Pure Pink;;;1.10 W/kg (head);About 130 EUR;;;Optical trackpad;;Up to 432 h;Up to 7 h;Up to 30 h;;BBM keyMP3/eAAC+/WMA/WAV/Flac playerMP4/H.264/WMV playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_q5-5452.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-q5.jpg;BlackBerry Q5;Released 2013, June;120g, 10.8mm thickness;BlackBerry OS 10.2, up to 10.3.1;8GB storage, microSDHC;200;0.4%;7,697,613 hits;"3.1""";720x720 pixels;2 GB RAM;Snapdragon S4 Plus;2180 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 800 / 850 / 1700 / 1900 / 2100 - SQR100-1;2, 4, 5, 17 - SQR100-1;HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps;2013, May. Released 2013, June;Discontinued;120 x 66 x 10.8 mm (4.72 x 2.60 x 0.43 in);120 g (4.23 oz);;Micro-SIM;IPS LCD;3.1 inches, 31.0 cm(~39.1% screen-to-body ratio);720 x 720 pixels, 1:1 ratio (~328 ppi density);;BlackBerry OS 10.2, upgradable to 10.3.1;Qualcomm MSM8960 Snapdragon S4 Plus;Dual-core 1.2 GHz Krait;Adreno 225;microSDHC (dedicated slot);8GB 2GB RAM;;5 MP, f/2.4, 30mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;2 MP;720p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;Yes (market dependent);FM radio (after SW upgrade);microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2180 mAh, non-removable;Black, White, Red, Gray, Pink;;1.33 W/kg (head)     0.85 W/kg (body);1.38 W/kg (head)     0.85 W/kg (body);About 70 EUR;;;;;Up to 336 h (3G);Up to 12 h 30 min (3G);;;;;;
https://www.gsmarena.com/blackberry_z10-5251.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-z10-ofic.jpg;BlackBerry Z10;Released 2013, January;137.5g, 9mm thickness;BlackBerry OS 10, up to 10.3.1;16GB storage, microSDXC;1077;0.9%;26,616,400 hits;"4.2""";768x1280 pixels;2 GB RAM;Snapdragon S4 Plus;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 850 / 900 / 1900 / 2100 - STL100-1;3, 7, 8, 20 - STL100-2;HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps;2013, January. Released 2013, January;Discontinued;130 x 65.6 x 9 mm (5.12 x 2.58 x 0.35 in);137.5 g (4.83 oz);Glass front, plastic back, plastic frame;Micro-SIM;TFT;4.2 inches, 50.2 cm(~58.9% screen-to-body ratio);768 x 1280 pixels, 5:3 ratio (~355 ppi density);;BlackBerry OS 10, upgradable to 10.3.1;Qualcomm MSM8960 Snapdragon S4 Plus;Dual-core 1.5 GHz Krait;Adreno 225;microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.2, 31mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot;4.0, A2DP, LE;GPS;Yes;No;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1800 mAh, removable;Black, White;;1.07 W/kg (head)     1.07 W/kg (body);0.87 W/kg (head)     0.99 W/kg (body);About 120 EUR;;;;;Up to 312 h;Up to 10 h;;;HDMI port;;;
https://www.gsmarena.com/blackberry_q10-5274.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-q10.jpg;BlackBerry Q10;Released 2013, April;139g, 10.4mm thickness;BlackBerry OS 10, up to 10.3.1;16GB storage, microSDXC;647;0.7%;11,887,280 hits;"3.1""";720x720 pixels;2 GB RAM;Snapdragon S4;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 850 / 1900 / 2100 - SQN100-1;2, 4, 5, 17 - SQN100-1, SQN100-5;EV-DO Rev.A 3.1 Mbps, HSPA, LTE (market dependent);2013, January. Released 2013, April;Discontinued;119.6 x 66.8 x 10.4 mm (4.71 x 2.63 x 0.41 in);139 g (4.90 oz);Glass front, plastic back, plastic frame;Micro-SIM;Super AMOLED;3.1 inches, 31.0 cm(~38.8% screen-to-body ratio);720 x 720 pixels, 1:1 ratio (~328 ppi density);;BlackBerry OS 10, upgradable to 10.3.1;Snapdragon S4 (LTE version)/ TI OMAP 4470 (Non-LTE);Dual-core 1.5 GHz Krait (LTE version)/ Cortex-A9 (Non-LTE);Adreno 225  (LTE version)/ PowerVR SGX544 (Non-LTE);microSDXC (dedicated slot);16GB 2GB RAM;;8 MP, f/2.2, 31mm (standard), AF;LED flash, HDR, panorama;1080p@30fps;2 MP;720p;Wi-Fi 802.11 a/b/g/n, dual band, hotspot;4.0, A2DP;GPS;Yes;FM radio (after SW upgrade);microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2100 mAh, removable;Black, White;;1.16 W/kg (head)     0.75 W/kg (body);1.41 W/kg (head)     0.78 W/kg (body);About 110 EUR;;;;;Up to 360 h (3G);Up to 10 h (2G) / Up to 13 h 30 min (3G);;;HDMI port;;;
https://www.gsmarena.com/blackberry_4g_lte_playbook-3846.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook-4g-lte.jpg;BlackBerry 4G LTE Playbook;Released 2012, August;425g, 10mm thickness;BlackBerry Tablet 2.0;32GB storage, no card slot;44;0.1%;1,599,700 hits;"7.0""";600x1024 pixels;1 GB RAM;;;;HSDPA 900 / 1700 / 1900 / 2100 / 800;4, 17;HSPA, LTE;2012, August. Released 2012, August;Discontinued;194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in);425 g (14.99 oz);;No;TFT;7.0 inches, 137.9 cm(~54.7% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;BlackBerry Tablet 2.0;;Dual-core 1.5 GHz;;No;32GB 1GB RAM;;5 MP, AF;;1080p@30fps;3 MP;;Wi-Fi 802.11 a/b/g/n, dual-band;3.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, gyro, compass;Non-removable Li-Po battery;Black;;;;About 470 EUR;;;;;;;;;Micro HDMI portDocument viewer/editorBlackBerry BridgeMedia player MP3/WMA/AAC+Video player DivX/WMV/XviD/3gpOrganizerPredictive text input;;;
https://www.gsmarena.com/blackberry_curve_9320-4458.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9320.jpg;BlackBerry Curve 9320;Released 2012, May;103g, 12.7mm thickness;BlackBerry OS 7.1;512MB ROM storage, microSDHC slot;116;0.3%;8,831,062 hits;"2.44""";320x240 pixels;512 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;;HSPA 7.2/5.76 Mbps;2012, May. Released 2012, May;Discontinued;109 x 60 x 12.7 mm (4.29 x 2.36 x 0.5 in);103 g (3.63 oz);;Mini-SIM;TFT, 65K colors;2.44 inches, 18.4 cm(~28.2% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~164 ppi density);;BlackBerry OS 7.1;;;;microSDHC (dedicated slot);512MB ROM, 512MB RAM;;3.15 MP;LED flash;Yes;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1450 mAh battery;Black, White;;1.56 W/kg (head)     0.75 W/kg (body);1.24 W/kg (head)     0.72 W/kg (body);About 110 EUR;;;Optical trackpad;;Up to 432 h;Up to 7 h;Up to 30 h;;BBM keyMP3/eAAC+/WMA/WAV/Flac playerMP4/H.264/WMV playerOrganizerDocument viewerVoice memo/dialPredictive text input;Yes;Yes;
https://www.gsmarena.com/blackberry_curve_9220-4459.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9220-ofic.jpg;BlackBerry Curve 9220;Released 2012, May;102g, 12.7mm thickness;BlackBerry OS 7.1;512MB ROM storage, microSDHC slot;59;0.1%;6,030,688 hits;"2.44""";320x240 pixels;512 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2012, April. Released 2012, May;Discontinued;109 x 60 x 12.7 mm;102 g (3.49 oz);;Mini-SIM;TFT, 65K colors;2.44 inches, 18.4 cm(~28.2% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~164 ppi density);;BlackBerry OS 7.1;;;;microSDHC (dedicated slot);512MB ROM, 512MB RAM;;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1450 mAh battery (J-S1);Black, Fuchsia Pink, Pure White, Teal Blue;;1.31 W/kg (head)     0.61 W/kg (body);1.61 W/kg (head)     1.01 W/kg (body);About 80 EUR;;;Optical trackpad;;Up to 432 h;Up to 7 h;Up to 28 h;;MP3/eAAC+/WMA/WAV/FLAC playerMP4/H.264 playerOrganizerDocument viewerVoice memo/dialPredictive text input;Yes;Yes;
https://www.gsmarena.com/blackberry_curve_9380-4331.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9380.jpg;BlackBerry Curve 9380;Released 2011, December;98g, 11.2mm thickness;BlackBerry OS 7.0;512MB 512MB RAM storage, microSDHC slot;56;0.1%;5,058,217 hits;"3.2""";360x480 pixels;512 MB RAM;;;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA;2011, November. Released 2011, December;Discontinued;109 x 60 x 11.2 mm (4.29 x 2.36 x 0.44 in);98 g (3.46 oz);;Mini-SIM;TFT;3.2 inches, 31.7 cm(~48.5% screen-to-body ratio);360 x 480 pixels, 4:3 ratio (~188 ppi density);;BlackBerry OS 7.0;;806 MHz;;microSDHC (dedicated slot);512MB 512MB RAM;;5 MP;LED flash;480p;No;;Wi-Fi 802.11 b/g/n, UMA (carrier-dependent);2.1, A2DP, EDR;GPS, A-GPS;Carrier dependent;No;microUSB 2.0;Proximity;Removable Li-Ion battery (JM-1);Black;;1.38 W/kg (head)     0.77 W/kg (body);1.09 W/kg (head)     0.59 W/kg (body);About 120 EUR;;;Optical trackpad;;Up to 360 h (2G) / Up to 360 h (3G);Up to 5 h 30 min (2G) / Up to 5 h 40 min (3G);Up to 30 h;;MP3/eAAC+/WMA/WAV/FLACplayerMP4/H.264/WMV playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_bold_9790-4332.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-9790.jpg;BlackBerry Bold 9790;Released 2011, December;107g, 11.4mm thickness;BlackBerry OS 7.0;8GB storage, microSDHC;104;0.3%;8,499,402 hits;"2.45""";480x360 pixels;768 MB RAM;;1230 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100 / 800;;HSPA 7.2/5.76 Mbps;2011, November. Released 2011, December;Discontinued;110 x 60 x 11.4 mm (4.33 x 2.36 x 0.45 in);107 g (3.77 oz);;Mini-SIM;TFT;2.45 inches, 18.6 cm(~28.2% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~245 ppi density);;BlackBerry OS 7.0;;Marvel Tavor MG1 1.0 GHz;;microSDHC (dedicated slot);8GB 768MB RAM;;5 MP, AF;LED flash;480p;No;;Wi-Fi 802.11 a/b/g/n, dual-band;2.1, A2DP, EDR;GPS, A-GPS;Carrier dependent;No;microUSB 2.0;;Removable Li-Ion 1230 mAh battery (JM-1);Black, White;;1.35 W/kg (head)     0.81 W/kg (body);1.56 W/kg (head)     0.84 W/kg (body);About 130 EUR;;;Optical trackpad;;Up to 432 h (2G) / Up to 408 h (3G);Up to 5 h 10 min (2G) / Up to 5 h 20 min (3G);Up to 33 h;;;;;
https://www.gsmarena.com/blackberry_porsche_design_p_9981-4288.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-porsche-design-p9981.jpg;BlackBerry Porsche Design P'9981;Released 2011, December;155g, 11.3mm thickness;BlackBerry OS 7.0;8GB storage, microSDHC;78;0.2%;3,996,410 hits;"2.8""";640x480 pixels;768 MB RAM;Snapdragon S2;1230 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 14.4/5.76 Mbps;2011, October. Released 2011, December;Discontinued;115 x 67 x 11.3 mm (4.53 x 2.64 x 0.44 in);155 g (5.47 oz);;Mini-SIM;TFT;2.8 inches, 24.3 cm(~31.5% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~286 ppi density);;BlackBerry OS 7.0;Qualcomm MSM8655 Snapdragon S2;1.2 GHz;Adreno 205;microSDHC (dedicated slot);8GB 768MB RAM;;5 MP, AF;LED flash;720p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP, EDR;GPS, A-GPS;Yes;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1230 mAh battery;Gray, Black;;0.70 W/kg (head)     1.35 W/kg (body);0.60 W/kg (head)     1.39 W/kg (body);About 800 EUR;;;Optical trackpad;;Up to 348 h;Up to 5 h 30 min;;;MP3/eAAC+/Flac/WAV playerMP4/H.264 playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;
https://www.gsmarena.com/blackberry_curve_9370-4112.php;https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9350-9360-9370.jpg;BlackBerry Curve 9370;Released 2011, September;99g, 11mm thickness;BlackBerry OS 7.0;1GB 512MB RAM storage, microSDHC slot;28;0.1%;1,880,127 hits;"2.44""";480x360 pixels;512 MB RAM;;1000 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;EV-DO Rev.A 3.1 Mbps;2011, August. Released 2011, September;Discontinued;109 x 60 x 11 mm (4.29 x 2.36 x 0.43 in);99 g (3.49 oz);;Mini-SIM;TFT;2.44 inches, 18.4 cm(~28.2% screen-to-body ratio);480 x 360 pixels, 4:3 ratio (~246 ppi density);;BlackBerry OS 7.0;;800 MHz;;microSDHC (dedicated slot);1GB 512MB RAM;;5 MP;LED flash;480p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;Yes;No;microUSB 2.0;;Removable Li-Ion 1000 mAh battery;Black;;1.51 W/kg (head)     1.00 W/kg (body);0.65 W/kg (head)     0.48 W/kg (body);About 90 EUR;;;Optical trackpad;;Up to 348 h;Up to 5 h 30 min;Up to 45 h;;MP3/eAAC+/WMA/WAV/Flac playerMP4/H.264/WMV playerOrganizerDocument viewerVoice memo/dialPredictive text input;;;
