Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;tbench;batlife;displayother;optionalother;gprstext;edge;batmusicplayback1;batstandby1;battalktime1;featuresother
https://www.gsmarena.com/meizu_m5s-8500.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m5s.jpg;Meizu M5s;Released 2017, February;143g, 8.4mm thickness;Android 6.0, Flyme 5.2;16GB/32GB storage, microSDXC;36;0.1%;635,323 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6753;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE 1800 / 2100 / 2600 TD-LTE 2300 / 2600;;HSPA, LTE;2017, February. Released 2017, February;Discontinued;148.2 x 72.5 x 8.4 mm (5.83 x 2.85 x 0.33 in);143 g (5.04 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.2 inches, 74.5 cm(~69.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;Android 6.0 (Marshmallow), Flyme 5.2;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 3GB RAM, 32GB 3GB RAM;;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro (digital), proximity, compass;Li-Ion 3000 mAh, non-removable;Champanage Gold, Rose Gold, Stay Gray, Moonlight Silver;M5s, MZ-M5s;About 130 EUR;;Basemark OS II 2.0: 781Basemark X: 4646;;;;;;;;;
https://www.gsmarena.com/meizu_m5_note-8450.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m5-note.jpg;Meizu M5 Note;Released 2016, December;175g, 8.2mm thickness;Android 6.0, Flyme 7.3;16GB/32GB/64GB storage, microSDXC;80;0.3%;1,441,697 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Helio P10;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2016, December. Released 2016, December;Discontinued;153.6 x 75.8 x 8.2 mm (6.05 x 2.98 x 0.32 in);175 g (6.17 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 82.6 cm(~70.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 6.0 (Marshmallow), Flyme 7.3;Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 4GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4000 mAh, non-removable;Gray, Silver, Gold, Blue;M5 Note, MZ-M5 Note;About 190 EUR;;GFXBench: 1.9fps (ES 3.1 onscreen);;;;;;;;;
https://www.gsmarena.com/meizu_m3x-8452.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m3x.jpg;Meizu M3x;Released 2016, December;165g, 7.4mm thickness;Android 6, Flyme 6;32GB/64GB storage, microSDXC;37;N/A;414,025 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Helio P20;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE;2016, November. Released 2016, December;Discontinued;153.8 x 76 x 7.4 mm (6.06 x 2.99 x 0.29 in);165 g (5.82 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;Android 6 (Marshmallow), Flyme 6;Mediatek MT6757 Helio P20 (16 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mali-T880MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM;;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"5 MP, f/2.0, 1/4"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.1, A2DP, LE;GPS, GLONASS;No;No;USB Type-C;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3200 mAh, non-removable;Blue, Gold, Black, Silver;;;;;;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_pro_6_plus-8451.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-6-plus.jpg;Meizu Pro 6 Plus;Released 2016, November;158g, 7.3mm thickness;Android 6, Flyme 7.3;64GB/128GB storage, no card slot;123;0.1%;779,452 hits;"5.7""";1440x2560 pixels;4 GB RAM;Exynos 8890 Octa;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;HSPA, LTE;2016, November. Released 2016, November;Discontinued;155.6 x 77.3 x 7.3 mm (6.13 x 3.04 x 0.29 in);158 g (5.57 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.7 inches, 89.6 cm(~74.5% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~515 ppi density);;Android 6 (Marshmallow), Flyme 7.3;Exynos 8890 Octa (14 nm);Octa-core (4x2.0 GHz Mongoose & 4x1.5 GHz Cortex-A53) - 64 GB versionOcta-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - 128 GB version;Mali-T880 MP10 - 64 GB versionMali-T880 MP12 - 128 GB version;No;64GB 4GB RAM, 128GB 4GB RAM;UFS 2.0;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF, Laser AF, 4-axis OIS";Ten-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;"5 MP, f/2.0, 1/4"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS;Yes;No;USB Type-C 3.1;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate;Li-Ion 3400 mAh, non-removable;Gold, Silver, Gray;PRO 6 Plus;About 550 EUR;;GFXBench: 7fps (ES 3.1 onscreen);;3D Touch display;32-bit/192kHz audio;;;;;;
https://www.gsmarena.com/meizu_mx5e-8446.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx5.jpg;Meizu MX5e;Released 2016, April;149g, 7.6mm thickness;Android 5.1, Flyme 5;16GB/32GB storage, no card slot;14;N/A;175,417 hits;"5.5""";1080x1920 pixels;3 GB RAM;Helio X10;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, April. Released 2016, April;Discontinued;149.9 x 74.7 x 7.6 mm (5.90 x 2.94 x 0.30 in);149 g (5.26 oz);Dual SIM (Nano-SIM, dual stand-by);;AMOLED;5.5 inches, 83.4 cm(~74.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop), Flyme 5;Mediatek MT6795 Helio X10 (28 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;No;16GB 3GB RAM, 32GB 3GB RAM;eMMC 5.0;16 MP, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3150 mAh, non-removable;Gray, Gold, Silver, Black/Silver;;About 190 EUR;;;;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_u10-8441.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-u10.jpg;Meizu U10;Released 2016, August;139g, 7.9mm thickness;Android OS;16GB/32GB storage, no card slot;16;N/A;241,511 hits;"5.0""";720x1280 pixels;2/3 GB RAM;MT6750;2760 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2016, August. Released 2016, August;Discontinued;141.9 x 69.6 x 7.9 mm (5.59 x 2.74 x 0.31 in);139 g (4.90 oz);Dual SIM;;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android OS;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;No;16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2760 mAh, non-removable;Black, White, Shampane Gold;;About 160 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_u20-8440.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-u20.jpg;Meizu U20;Released 2016, August;158g, 7.7mm thickness;Android 6.0, Flyme UI;16GB/32GB storage, microSDXC;19;0.1%;416,264 hits;"5.5""";1080x1920 pixels;2/3 GB RAM;Helio P10;3260 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE 1800 / 2100 / 2600;;HSPA, LTE;2016, August. Released 2016, August;Discontinued;153 x 75.4 x 7.7 mm (6.02 x 2.97 x 0.30 in);158 g (5.57 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~72.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow), Flyme UI;Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3260 mAh, non-removable;Black, Silver, Rose Gold, Gold;MZ-U20, U20;About 190 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_pro_6s-8389.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-6s.jpg;Meizu Pro 6s;Released 2016, December;163g, 7.3mm thickness;Android 6.0, Flyme 7.3;64GB storage, no card slot;47;N/A;414,665 hits;"5.2""";1080x1920 pixels;4 GB RAM;Helio X25;3060 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, November. Released 2016, December;Discontinued;147.7 x 70.8 x 7.3 mm (5.81 x 2.79 x 0.29 in);163 g (5.75 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.2 inches, 74.5 cm(~71.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Corning Gorilla Glass 4;Android 6.0 (Marshmallow), Flyme 7.3;Mediatek MT6797T Helio X25 (20 nm);Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53);Mali-T880 MP4;No;64GB 4GB RAM;;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF, Laser AF, 4-axis OIS";Ten-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;"5 MP, f/2.0, 1/4"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C 3.1;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3060 mAh, non-removable;Black, Gold, Silver, Rose Gold;;About 430 EUR;;;;3D Touch display;32-bit/192kHz audio;;;;;;
https://www.gsmarena.com/meizu_m5-8408.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m5.jpg;Meizu M5;Released 2016, November;138g, 8.2mm thickness;Android 6.0, Flyme 6.3;16GB/32GB storage, microSDXC;45;0.2%;1,636,372 hits;"5.2""";720x1280 pixels;2/3 GB RAM;MT6750;3070 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40;;HSPA, LTE;2016, October. Released 2016, November;Discontinued;147.3 x 72.8 x 8.2 mm (5.80 x 2.87 x 0.32 in);138 g (4.87 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.2 inches, 74.5 cm(~69.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;Android 6.0 (Marshmallow), Flyme 6.3;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3070 mAh, non-removable;Mint Green, Glacier White, Champanage Gold, Sapphire Blue, Matte Black;M5, MZ-MEIZU_M5, M611H;About 120 EUR;Glass front, aluminum back, aluminum frame;GFXBench: 3.7fps (ES 3.1 onscreen);;;;;;;;;
https://www.gsmarena.com/meizu_m3_max-8321.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m3m.jpg;Meizu M3 Max;Released 2016, September;189g, 7.9mm thickness;Android 6.0, Flyme 5.2;64GB storage, microSDXC;30;N/A;448,443 hits;"6.0""";1080x1920 pixels;3 GB RAM;Helio P10;4100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE;2016, September. Released 2016, September;Discontinued;163.4 x 81.6 x 7.9 mm (6.43 x 3.21 x 0.31 in);189 g (6.67 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.0 inches, 99.2 cm(~74.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~367 ppi density);;Android 6.0 (Marshmallow), Flyme 5.2;Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);64GB 3GB RAM;eMMC 5.1;"13 MP, f/2.2, 1/3"", PDAF";Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.1, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4100 mAh, non-removable;Champagne Gold, Silver, Gray, Rose Gold;;About 270 EUR;;GFXBench: 1.9fps (ES 3.1 onscreen);;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_m3e-8264.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m3e.jpg;Meizu M3e;Released 2016, August;172g, 7.9mm thickness;Android 5.1, Flyme 5.2;32GB storage, microSDXC;29;N/A;433,755 hits;"5.5""";1080x1920 pixels;3 GB RAM;Helio P10;3100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE;2016, August. Released 2016, August;Discontinued;153.6 x 75.8 x 7.9 mm (6.05 x 2.98 x 0.31 in);172 g (6.07 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 82.6 cm(~70.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 5.1 (Lollipop), Flyme 5.2;Mediatek MT6755 Helio P10 (28 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC;32GB 3GB RAM;eMMC 5.1;"13 MP, f/2.2, 1/3"", PDAF";Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.1, A2DP, LE;GPS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3100 mAh, non-removable;Blue, Gold, Gray, Pink, Silver;;About 220 EUR;;;;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_mx6-8078.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-mx6.jpg;Meizu MX6;Released 2016, July;155g, 7.3mm thickness;Android 6.0, Flyme 7.3;32GB storage, no card slot;81;0.1%;1,130,949 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Helio X20;3060 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2016, July. Released 2016, July;Discontinued;153.6 x 75.2 x 7.3 mm (6.05 x 2.96 x 0.29 in);155 g (5.47 oz);Dual SIM (Nano-SIM, dual stand-by);;TDDI;5.5 inches, 82.6 cm(~71.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 6.0 (Marshmallow), Flyme 7.3;Mediatek MT6797 Helio X20 (20 nm);Deca-core (2x2.3GHz Cortex-A72, 4x1.9GHz Cortex-A53, 4x1.4GHz Cortex-A53);Mali-T880 MP4;No;32GB 3GB RAM, 32GB 4GB RAM;;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;5 MP, f/2.0;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3060 mAh, non-removable;Gray, Silver, Champagne Gold, Rose Gold;MX6, MZ-MX6;About 300 EUR;;Basemark X: 12621;;;;Yes;Yes;;;;
https://www.gsmarena.com/meizu_m3s-8148.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m3s.jpg;Meizu M3s;Released 2016, June;138g, 8.3mm thickness;Android 5.1, Flyme 5.1;16GB/32GB storage, microSDXC;64;0.1%;1,940,286 hits;"5.0""";720x1280 pixels;2/3 GB RAM;MT6750;3020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2016, June. Released 2016, June;Discontinued;141.9 x 69.9 x 8.3 mm (5.59 x 2.75 x 0.33 in);138 g (4.87 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop), Flyme 5.1;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3020 mAh, non-removable;Silver, Gray, Pink, Gold;M3s, MZ-M3s;About 120 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_m3-8062.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m3.jpg;Meizu M3;Released 2016, May;132g, 8.3mm thickness;Android 5.1, Flyme 5.1;16GB/32GB storage, microSDXC;42;0.1%;864,270 hits;"5.0""";720x1280 pixels;2/3 GB RAM;MT6750;2870 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2016, April. Released 2016, May;Discontinued;141.5 x 69.5 x 8.3 mm (5.57 x 2.74 x 0.33 in);132 g (4.66 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~70.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop), Flyme 5.1;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;5 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2870 mAh, non-removable;Gray, White, Blue, Pink, Gold;;About 130 EUR;;;;;;;;;;;
