Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;cam2features;batstandby1;battalktime1;gprstext;edge;optionalother;featuresother
https://www.gsmarena.com/qmobile_noir_s4-8358.php;https://fdn2.gsmarena.com/vv/bigpic/QMobile_Noir_S4.jpg;QMobile Noir S4;Released 2016, June;150g, 8.7mm thickness;Android 6.0;16GB storage, microSDXC;1;N/A;80,677 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/5.76 Mbps;2016, June. Released 2016, June;Discontinued;144.4 x 72.5 x 8.7 mm (5.69 x 2.85 x 0.34 in);150 g (5.29 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;16GB 2GB RAM;;"8 MP, f/2.0, 1/4.0"", AF";LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3000 mAh, removable;Gold;;;;Up to 430 h (2G) / Up to 410 h (3G);Up to 12 h (2G) / Up to 10 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_lt750-8357.php;https://fdn2.gsmarena.com/vv/bigpic/QMobile_Noir_LT750.jpg;QMobile Noir LT750;Released 2016, June;8.1mm thickness;Android 5.1, Amigo 3.1;16GB storage, microSDHC;2;N/A;54,038 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA, LTE;2016, June. Released 2016, June;Discontinued;144.2 x 71.5 x 8.1 mm (5.68 x 2.81 x 0.32 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 3GB RAM;;8 MP, f/2.2, PDAF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 2400 mAh, removable;White/Gold;;;;Up to 240 h (2G) / Up to 267 h (3G);Up to 28 h (2G) / Up to 11 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_i6_metal_hd-8359.php;https://fdn2.gsmarena.com/vv/bigpic/QMobile_Noir_i6_Metal_HD.jpg;QMobile Noir i6 Metal HD;Released 2016, May;9.7mm thickness;Android 6.0;16GB storage, microSDXC;1;N/A;84,113 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, May. Released 2016, May;Discontinued;145 x 73.1 x 9.7 mm (5.71 x 2.88 x 0.38 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;16GB 1GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;Gold, Rose Gold, Silver Black;i6 Metal HD;;;Up to 336 h (3G);Up to 23 h (2G) / Up to 20 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_a6-8360.php;https://fdn2.gsmarena.com/vv/bigpic/QMobile_Noir_A6.jpg;QMobile Noir A6;Released 2016, May;8.6mm thickness;Android 5.1;32GB storage, microSDXC;1;N/A;68,102 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, May. Released 2016, May;Discontinued;143 x 70.7 x 8.6 mm (5.63 x 2.78 x 0.34 in);-;Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC;32GB 3GB RAM;;13 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Black, White;;;LED flash;Up to 240 h (2G) / Up to 267 h (3G);Up to 28 h (2G) / Up to 11 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_s9-8027.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z9-plus.jpg;QMobile Noir S9;Released 2016, March;133g, 8mm thickness;Android 5.1;16GB storage, microSDHC;6;N/A;123,064 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6592M;3000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/11.5 Mbps;2016, March. Released 2016, March;Discontinued;143.5 x 69.4 x 8 mm (5.65 x 2.73 x 0.31 in);133 g (4.69 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~69.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6592M (28 nm);Octa-core 1.4 GHz Cortex-A7;Mali-450;microSDHC (dedicated slot);16GB 2GB RAM;;13 MP, f/2.2, AF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;13 MP, f/2.2, AF;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 3000 mAh, non-removable;White, Black;;;LED flash;Up to 430 h (2G) / Up to 410 h (3G);Up to 12 h (2G) / Up to 10 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_z9_plus-8026.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z9-plus1.jpg;QMobile Noir Z9 Plus;Released 2016, March;158g, 7.2mm thickness;Android 5.1.1, Amigo 3.1;16GB storage, microSDXC;3;N/A;88,274 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6753;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, March. Released 2016, March;Discontinued;155 x 76.4 x 7.2 mm (6.10 x 3.01 x 0.28 in);158 g (5.57 oz);Dual SIM;AMOLED;5.5 inches, 83.4 cm(~70.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1.1 (Lollipop), Amigo 3.1;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 2GB RAM;;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.8;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, proximity, compass;Li-Ion 3150 mAh, removable;White, Gold, Dark Blue;;;;Up to 315 h (2G) / Up to 252 h (3G);Up to 21 h (2G) / Up to 9 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_z12-7985.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z12.jpg;QMobile Noir Z12;Released 2016, February;147g, 6.9mm thickness;Android 5.1.1, Amigo OS 3.1;32GB storage, microSDXC;9;N/A;308,421 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;LTE (unspecified);HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, February. Released 2016, February;Discontinued;151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in);147 g (5.19 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~73.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;Android 5.1.1 (Lollipop), Amigo OS 3.1;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, f/2.0, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, proximity;Li-Ion 3150 mAh, non-removable;Gold;Z12;;;;;Yes;Yes;;
https://www.gsmarena.com/qmobile_noir_z10-7874.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z10.jpg;QMobile Noir Z10;Released 2015, November;141g, 8.6mm thickness;Android 5.1.1, up to 6.0;16GB storage, microSDXC;14;N/A;270,362 hits;"5.2""";1080x1920 pixels;3 GB RAM;MT6753V;2900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;1, 3, 20;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, November;Discontinued;149.5 x 73.6 x 8.6 mm (5.89 x 2.90 x 0.34 in);141 g (4.97 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~67.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Corning Gorilla Glass 3;Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6753V;Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC;16GB 3GB RAM;;13 MP, f/2.2, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2900 mAh, non-removable;Black, White;Z10;;LED flash;Up to 275 h (3G);Up to 10 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_e8-7787.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-e8.jpg;QMobile Noir E8;Released 2015, November;210g, 9.6mm thickness;Android 5.1, Amigo 3.1;64GB storage, microSDXC;16;N/A;171,134 hits;"6.0""";1440x2560 pixels;3 GB RAM;Helio X10;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;164 x 82.3 x 9.6 mm (6.46 x 3.24 x 0.38 in);210 g (7.41 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;6.0 inches, 99.2 cm(~73.5% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~490 ppi density);;Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6795 Helio X10 (28 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;microSDXC;64GB 3GB RAM;eMMC 5.0;"24 MP, 1/2.3"", PDAF, OIS";Dual-LED dual-tone flash, panorama, HDR;4K@30fps;8 MP, AF;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;Yes;FM radio, recording;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3500 mAh, non-removable;Black, Gold;;About 400 EUR;;Up to 437 h (2G) / Up to 500 h (3G);Up to 39 h (2G) / Up to 20 h (3G);;;24-bit/192kHz audio;
https://www.gsmarena.com/qmobile_noir_s2-7786.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-s2.jpg;QMobile Noir S2;Released 2015, November;9.3mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;99,319 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, November. Released 2015, November;Discontinued;142.5 x 71 x 9.3 mm (5.61 x 2.80 x 0.37 in);-;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;Black;S2;;;Up to 336 h (2G) / Up to 336 h (3G);Up to 23 h (2G) / Up to 20 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_s5-7500.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-s5.jpg;QMobile Noir S5;Released 2015, August;7.5mm thickness;Android 5.0;8GB storage, microSDXC;5;N/A;116,246 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6582;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, August. Released 2015, August;Discontinued;141 x 68.4 x 7.5 mm (5.55 x 2.69 x 0.30 in);-;Dual SIM (Micro-SIM, dual stand-by);AMOLED;4.8 inches, 63.5 cm(~65.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Corning Gorilla Glass 3;Android 5.0 (Lollipop);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, gravity;Li-Ion 2300 mAh battery;Black/White;;About 130 EUR;LED flash;Up to 750 h (2G) / Up to 675 h (3G);Up to 24 h (2G) / Up to 12 h (3G);;;;
https://www.gsmarena.com/qmobile_linq_l15-7458.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-linq-l15.jpg;QMobile Linq L15;Released 2015, July;8.5mm thickness;Android 5.0;8GB storage, microSDXC;4;N/A;145,268 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6582;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, July. Released 2015, July;Discontinued;143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in);-;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;Android 5.0 (Lollipop);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;8 MP, AF;LED flash;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2800 mAh battery;Black;;;;Up to 374 h (3G);Up to 9 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_z9-7429.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z9.jpg;QMobile Noir Z9;Released 2015, July;97g, 5.1mm thickness;Android 5.0;16GB storage, no card slot;10;N/A;337,793 hits;"4.8""";720x1280 pixels;2 GB RAM;Snapdragon 410;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900 / 2100;3, 5, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, July. Released 2015, July;Discontinued;141 x 68 x 5.1 mm (5.55 x 2.68 x 0.20 in);97 g (3.42 oz);Nano-SIM;AMOLED;4.8 inches, 63.5 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Corning Gorilla Glass 3;Android 5.0 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;No;16GB 2GB RAM;eMMC 4.5;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2000 mAh, non-removable;Black;;About 230 EUR;;Up to 345 h (3G);Up to 8 h (3G);;;;
https://www.gsmarena.com/qmobile_a1-7397.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-a1.jpg;QMobile A1;Released 2015, July;138g, 9.2mm thickness;Android 5.1, up to 6.0;8GB storage, microSDXC;5;N/A;113,976 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 2100;;HSPA 42.2/11.5 Mbps;2015, July. Released 2015, July;Discontinued;132 x 67 x 9.2 mm (5.20 x 2.64 x 0.36 in);138 g (4.87 oz);Dual SIM;IPS LCD;4.5 inches, 44.2 cm(~50.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~245 ppi density);;Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;5 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1700 mAh battery;Black;;About 100 EUR;;Up to 160 h (3G);Up to 8 h (3G);;;;
https://www.gsmarena.com/qmobile_noir_s1-7396.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-s1.jpg;QMobile Noir S1;Released 2015, July;152g, 8.9mm thickness;Android 5.0;8GB storage, microSDXC;0;N/A;222,889 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 2100;;HSPA 42.2/11.5 Mbps;2015, July. Released 2015, July;Discontinued;143 x 71.8 x 8.9 mm (5.63 x 2.83 x 0.35 in);152 g (5.36 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;;5 MP, AF;LED flash;720p;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, LE;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;S1;About 100 EUR;;Up to 200 h (3G);Up to 10 h (3G);;;;
https://www.gsmarena.com/qmobile_power3-7413.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-power3.jpg;QMobile Power3;Released 2015, June;13.5mm thickness;Feature phone;32MB 32MB RAM storage, microSDHC slot;0;N/A;63,519 hits;"2.4""";240x320 pixels;32 MB RAM;;2500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, June. Released 2015, June;Discontinued;124.5 x 51.5 x 13.5 mm (4.90 x 2.03 x 0.53 in);-;Dual SIM;TFT, 65K colors;2.4 inches, 17.8 cm(~27.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC;32MB 32MB RAM;;Yes;LED flash;Yes;No;;No;2.0;No;No;FM radio;microUSB 2.0;No;Li-Ion 2500 mAh battery;Black;;About 20 EUR;;;;Yes;No;;MP4/H.263 playerOrganizerVoice memo
https://www.gsmarena.com/qmobile_t50_bolt-7386.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-bolt-t50.jpg;QMobile T50 Bolt;Released 2015, June;11.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;63,284 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 7715;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, June. Released 2015, June;Discontinued;124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in);-;Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.4.2 (KitKat);Spreadtrum 7715;1.0 GHz;;microSDHC;4GB 512MB RAM;;VGA;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh battery;Black;;About 50 EUR;;Up to 155 h (3G);Up to 4 h 30 min (3G);;;;
