Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;sar-eu;cam1features;cam2video;batmusicplayback1;net3g;speed;price;bodyother;optionalother;sar-us;displayother
https://www.gsmarena.com/spice_qt_68-3693.php;https://fdn2.gsmarena.com/vv/bigpic/spice-qt-68.jpg;Spice QT-68;Released 2010;68g, 11.7mm thickness;Feature phone;microSDHC slot;7;N/A;175,908 hits;"2.4""";320x240 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;Class 10;2010. Released 2010;Discontinued;111 x 59 x 11.7 mm (4.37 x 2.32 x 0.46 in);68 g (2.40 oz);Dual SIM (Mini-SIM);TFT,  256K colors;2.4 inches, 17.8 cm(~27.2% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;3.15 MP;Yes;No;Wi-Fi 802.11 b/g;2.1, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 150 h;Up to 4 h;Black;;;;;;;About 30 EUR;Trackpad;;;
https://www.gsmarena.com/spice_m_4580n-3639.php;https://fdn2.gsmarena.com/vv/bigpic/spice-M-4580n.jpg;Spice M-4580n;Released 2010, September;89.5g, 16mm thickness;Feature phone;microSDHC slot;5;N/A;64,883 hits;"1.8""";128x160 pixels; ;;;GSM 900 / 1800 - SIM 1;Class 10;No;2010, September. Released 2010, September;Discontinued;105.3 x 44.6 x 16 mm (4.15 x 1.76 x 0.63 in);89.5 g (3.14 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~21.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSDHC (dedicated slot);;No;;;No;No;No;;FM radio, scheduled recording;No;;Facebook, Yahoo, NimbuzzCurrency CheckerOrganizerMP4/H.263 playerMP3/WAV/AAC+ playerAuto Power On/OffPredictive text input;Removable Li-Ion battery;Up to 600 h;Up to 12 h;Black, Black/Red;;;;;;;About 30 EUR;Flashlight;;;
https://www.gsmarena.com/spice_mi_300-3641.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi300.jpg;Spice Mi-300;Released 2010, August;114g, 12.6mm thickness;Android 1.6, up to 2.1;microSDHC slot;7;N/A;252,871 hits;"3.2""";320x480 pixels; ;;;GSM 850 / 900 / 1800 / 1900;;;2010, August. Released 2010, August;Discontinued;114.9 x 56.8 x 12.6 mm (4.52 x 2.24 x 0.50 in);114 g (4.02 oz);Mini-SIM;LCD, 256K colors;3.2 inches, 30.5 cm(~46.7% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 1.6 (Donut), upgradable to 2.1 (Eclair);;;;microSDHC (dedicated slot);;5 MP;Yes;No;Wi-Fi 802.11 b/g;2.0, A2DP;GPS;;No;microUSB;Accelerometer;MP4/WMV/H.264 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerPhoto/video editorVoice memoPredictive text input;Removable Li-Ion battery;Up to 300 h (2G) / Up to 250 h (3G);Up to 4 h (2G) / Up to 3 h (3G);Black;;LED flash;;;HSDPA 900 / 1900 / 2100;HSPA 7.2/0.384 Mbps;About 140 EUR;Trackball;;;
https://www.gsmarena.com/spice_m_6_sports-3642.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m6-sports.jpg;Spice M-6 Sports;Released 2010, August;88.4g, 13.2mm thickness;Feature phone;1MB storage, microSDHC slot;7;N/A;80,562 hits;"2.2""";180x240 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 12;No;2010, August. Released 2010, August;Discontinued;112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in);88.4 g (3.10 oz);Dual SIM (Mini-SIM);TFT,  256K colors;2.2 inches, 15.0 cm(~27.5% screen-to-body ratio);180 x 240 pixels, 4:3 ratio (~136 ppi density);;;;;microSDHC (dedicated slot);1MB;1.3 MP;Yes;No;No;2.0, A2DP;No;;FM radio, scheduled recording;Proprietary;;Yahoo, Twitter, Facebook, SnaptuOrganizerCurrency/Unit ConvertorMP4/H.263 playerMP3/WAV/AAC+ playerAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 250 h;Up to 5 h;Orange, Green;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_6363-3643.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m6363.jpg;Spice M-6363;Released 2010, August;92g, 15.5mm thickness;Feature phone;microSDHC slot;7;N/A;84,158 hits;"2.0""";176x220 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1;Class 12;No;2010, August. Released 2010, August;Discontinued;107 x 48.2 x 15.5 mm (4.21 x 1.90 x 0.61 in);92 g (3.25 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.6 cm(~24.4% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);;2 MP;Yes;No;No;1.2, A2DP;No;;FM radio, scheduled recording;Proprietary;;Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1500 mAh battery;Up to 400 h;Up to 8 h;Black;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_qt_56-3644.php;https://fdn2.gsmarena.com/vv/bigpic/spice-qt-56.jpg;Spice QT-56;Released 2010, August;95g, 14.1mm thickness;Feature phone;microSDHC slot;7;N/A;83,495 hits;"2.0""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;Class 10;No;2010, August. Released 2010, August;Discontinued;113.4 x 61.3 x 14.1 mm (4.46 x 2.41 x 0.56 in);95 g (3.35 oz);Mini-SIM;TFT,  256K colors;2.0 inches, 12.6 cm(~18.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);;VGA;Yes;No;No;2.0;No;;FM radio, scheduled recording;Proprietary;;Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 220 h;Up to 3 h;Black;;;;;;;About 60 EUR;Flashlight;;;
https://www.gsmarena.com/spice_g_6565-3648.php;https://fdn2.gsmarena.com/vv/bigpic/spice-g-6565.jpg;Spice G-6565;Released 2010, September;91.8g, 11.5mm thickness;Feature phone;16MB storage, microSDHC slot;4;N/A;87,845 hits;"2.4""";240x320 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1;;;2010, September. Released 2010, September;Discontinued;115.6 x 50.6 x 11.5 mm (4.55 x 1.99 x 0.45 in);91.8 g (3.21 oz);Dual SIM (Mini-SIM);TFT,  256K colors;2.4 inches, 17.8 cm(~30.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);16MB;3.15 MP;Yes;Yes;No;2.1, A2DP;No;;No;Proprietary;;MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 900 mAh battery;Up to 200 h (2G) / Up to 150 h (3G);Up to 4 h (2G) / Up to 3 h (3G);Black;;;;;HSDPA 2100 - SIM 1;HSPA 3.6/0.384 Mbps;About 150 EUR;;;;
https://www.gsmarena.com/spice_qt_52-3645.php;https://fdn2.gsmarena.com/vv/bigpic/spice-qt-52.jpg;Spice QT-52;Released 2010, July;90g, 13.9mm thickness;Feature phone;3MB storage, microSDHC slot;6;N/A;74,434 hits;"2.0""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;No;2010, July. Released 2010, July;Discontinued;111.8 x 60.4 x 13.9 mm (4.40 x 2.38 x 0.55 in);90 g (3.17 oz);Mini-SIM;TFT,  256K colors;2.0 inches, 12.6 cm(~18.6% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);3MB;VGA;Yes;No;No;2.0;No;;FM radio, scheduled recording;Proprietary;;Facebook, Yahoo, Nimbuzz, Twitter, PicassaOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 300 h;Up to 4 h;Black;;;;;;;About 30 EUR;Flashlight;;;
https://www.gsmarena.com/spice_qt_60-3646.php;https://fdn2.gsmarena.com/vv/bigpic/spice-qt-60.jpg;Spice QT-60;Released 2010, June;13.8mm thickness;Feature phone;3MB storage, microSDHC slot;6;N/A;156,292 hits;"2.0""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;No;2010, June. Released 2010, June;Discontinued;111 x 60 x 13.8 mm (4.37 x 2.36 x 0.54 in);-;Dual SIM (Mini-SIM);TFT,  256K colors;2.0 inches, 12.6 cm(~18.9% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);3MB;2 MP;Yes;No;No;2.1, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP4/H.264 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 300 h;Up to 4 h;Black/Yellow;;;;;;;About 50 EUR;TrackballFlashlight;;;
https://www.gsmarena.com/spice_m_5161-3649.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-5161.jpg;Spice M-5161;Released 2010, July;;Feature phone;1MB storage, microSDHC slot;6;N/A;71,756 hits;"2.0""";176x220 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;No;2010, July. Released 2010, July;Discontinued;-;-;Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.6 cm;176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);1MB;VGA;Yes;No;No;1.2;No;;FM radio, scheduled recording;Proprietary;;MP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1200 mAh battery;Up to 300 h;Up to 4 h 30 min;Black;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_5055-3652.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-5055.jpg;Spice M-5055;Released 2010, June;72.5g, 15.9mm thickness;Feature phone;4MB storage, microSDHC slot;7;N/A;54,940 hits;"1.8""";128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Yes;No;2010, June. Released 2010, June;Discontinued;104.1 x 44.9 x 15.9 mm (4.10 x 1.77 x 0.63 in);72.5 g (2.54 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~21.8% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSDHC (dedicated slot);4MB;Yes;Yes;No;No;No;No;;FM radio, scheduled recording;No;;MP4/H.263 playerMP3/AAC playerOrganizerAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 250 h;Up to 4 h;Black;;;;;;;About 20 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_7000-3650.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s7000.jpg;Spice S-7000;Released 2010, June;11.8mm thickness;Feature phone;16MB storage, microSDHC slot;5;N/A;118,698 hits;"3.2""";240x400 pixels; ;;880 mAh Li-Ion;GSM 900 / 1800;Class 10;Yes;2010, June. Released 2010, June;Discontinued;108 x 52 x 11.8 mm (4.25 x 2.05 x 0.46 in);-;Mini-SIM;TFT resistive touchscreen, 256K colors;3.2 inches, 29.1 cm(~51.9% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~146 ppi density);;;;;microSDHC (dedicated slot);16MB;3.15 MP;Yes;No;No;2.0;No;;FM radio, scheduled recording;Proprietary;;SNS integrationMP4/H.263 playerMP3/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 880 mAh battery;Up to 220 h;Up to 3 h 30 min;White;;;;;;;About 70 EUR;;;;
https://www.gsmarena.com/spice_qt_50-3647.php;https://fdn2.gsmarena.com/vv/bigpic/spice-qt-50.jpg;Spice QT-50;Released 2010, May;90g, 13mm thickness;Feature phone;1MB storage, microSD slot;6;N/A;71,757 hits;"2.0""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 10;No;2010, May. Released 2010, May;Discontinued;110 x 58 x 13 mm (4.33 x 2.28 x 0.51 in);90 g (3.17 oz);Dual SIM (Mini-SIM);TFT,  256K colors;2.0 inches, 12.6 cm(~19.7% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);1MB;Yes;No;No;No;No;No;;FM radio, scheduled recording;No;;MP4/H.263 playerMP3/WAV/AAC+ playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 300 h;Up to 4 h;Black;;;;;;;About 20 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_1200-3654.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s-1200.jpg;Spice S-1200;Released 2010;130g, 16mm thickness;Feature phone;70MB storage, microSDHC slot;7;N/A;105,087 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 12;Class 12;2010. Released 2010;Discontinued;114 x 52 x 16 mm (4.49 x 2.05 x 0.63 in);130 g (4.59 oz);Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~30.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);70MB;12 MP, AF, 3x optical zoom;480p@24fps;No;No;1.2, A2DP;No;;FM radio, scheduled recording;Proprietary;;TV OutMP4/H.263 playerMP3/AAC playerOrganizerCurrency convertorAuto Power On/OffPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 150 h;Up to 3 h;Black;;Xenon flash;;;;;About 180 EUR;;;;
https://www.gsmarena.com/spice_m_6262-3653.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-6262.jpg;Spice M-6262;Released 2010;130g, 14mm thickness;Feature phone;1MB storage, microSDHC slot;6;N/A;68,974 hits;"2.4""";240x320 pixels; ;;;GSM 900 / 1800 - SIM 1;Class 12;No;2010. Released 2010;Discontinued;113 x 51 x 14 mm (4.45 x 2.01 x 0.55 in);130 g (4.59 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.4 inches, 17.8 cm(~31.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);1MB;1.3 MP;Yes;No;No;1.2, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP4/H.263 playerMP3/AAC playerOrganizerCurrency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion battery;Up to 300 h;Up to 6 h;Black;;;;;;;About 60 EUR;Flashlight;;;
https://www.gsmarena.com/spice_m_4242-3655.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-4242.jpg;Spice M-4242;Released 2010;92.6, 16mm thickness;Feature phone;microSD slot;7;N/A;72,809 hits;"1.8""";128x160 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1;No;No;2010. Released 2010;Discontinued;110.8 x 47 x 16 mm (4.36 x 1.85 x 0.63 in);92.6 (3.25 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~19.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);;No;;;No;No;No;;FM radio, scheduled recording;No;;Currency/Unit ConvertorAuto Power On/OffPredictive text input;Removable Li-Ion 1200 mAh battery;Up to 400 h;Up to 5 h;Black;;;;;;;About 20 EUR;Flashlight;;;
https://www.gsmarena.com/spice_m_940n-3683.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-940n.jpg;Spice M-940n;Released 2010;96g, 13mm thickness;Feature phone;8MB storage, microSD slot;4;N/A;62,598 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1;Class 12;No;2010. Released 2010;Discontinued;115 x 50 x 13 mm (4.53 x 1.97 x 0.51 in);96 g (3.39 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~31.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSD (dedicated slot);8MB;2 MP;Yes;No;No;2.0, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 1000 mAh battery;Up to 350 h;Up to 5 h;Black;;;;;;;About 60 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_5010-3679.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s5010.jpg;Spice S-5010;Released 2010;93g, 14.7mm thickness;Feature phone;microSD slot;6;N/A;55,034 hits;"1.8""";128x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;Class 12;No;2010. Released 2010;Discontinued;110 x 48.5 x 14.7 mm (4.33 x 1.91 x 0.58 in);93 g (3.28 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~19.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);;Yes;Yes;No;No;No;No;;FM radio, scheduled recording;Proprietary;;MP4/H.263 playerMP3/WAV/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 780 mAh battery;Up to 300 h;Up to 3 h 30 min;Black;;;;;;;About 70 EUR;;;;
https://www.gsmarena.com/spice_d_6666-3680.php;https://fdn2.gsmarena.com/vv/bigpic/spice-d-6666.jpg;Spice D-6666;Released 2010;104g, 14.3mm thickness;Feature phone;microSDHC slot;6;N/A;77,903 hits;"2.4""";240x320 pixels; ;;;GSM 900 / 1800 - SIM 1;;;2010. Released 2010;Discontinued;115 x 51.5 x 14.3 mm (4.53 x 2.03 x 0.56 in);104 g (3.67 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~30.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;2 MP;Yes;No;No;2.0, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP4/H.263 playerMP3/WAV/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion battery;Up to 140 h;Up to 4 h 30 min;Black;;;;;CDMA2000 1x;Yes, 384 kbps;About 80 EUR;;;;
https://www.gsmarena.com/spice_m_4580-3681.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-4580.jpg;Spice M 4580;Released 2010;95g, 15.5mm thickness;Feature phone;2MB storage, microSDHC slot;5;N/A;81,890 hits;"1.8""";128x160 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 12;No;2010. Released 2010;Discontinued;106 x 44.5 x 15.5 mm (4.17 x 1.75 x 0.61 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~21.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSDHC (dedicated slot);2MB;No;;;No;No;No;;FM radio, scheduled recording;;;MP3/WAV/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 1500 mAh battery;Up to 650 h;Up to 10 h;Black;;;;;;;About 30 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_5110-3682.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s-5110.jpg;Spice S-5110;Released 2010;70g, 11.2mm thickness;Feature phone;3MB storage, microSD slot;5;N/A;56,840 hits;"1.8""";128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800;Class 12;No;2010. Released 2010;Discontinued;107 x 45 x 11.2 mm (4.21 x 1.77 x 0.44 in);70 g (2.47 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~21.2% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);3MB;No;;;No;No;No;;FM radio, scheduled recording;;;MP3/WAV/AAC+ playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 700 mAh battery;Up to 250 h;Up to 3 h;Black;;;;;;;About 30 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_5420-3685.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s-5420.jpg;Spice S-5420;Released 2010;95g, 12.8mm thickness;Feature phone;microSDHC slot;6;N/A;55,237 hits;"2.2""";240x320 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2010. Released 2010;Discontinued;112 x 49 x 12.8 mm (4.41 x 1.93 x 0.50 in);95 g (3.35 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~27.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);;Yes;Yes;No;No;2.0, A2DP;No;;FM radio, scheduled recording;Proprietary;;NimbuzzMP3/WAV/AAC+ playerMP4/H.263 playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 750 mAh battery;Up to 150 h;Up to 2 h 30 min;Black;;;;;;;About 40 EUR;Flashlight;;;
https://www.gsmarena.com/spice_s_6005-3686.php;https://fdn2.gsmarena.com/vv/bigpic/spice-s-6005.jpg;Spice S-6005;Released 2010;70.6g, 10.1mm thickness;Feature phone;microSDHC slot;6;N/A;57,204 hits;"2.2""";176x220 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 12;No;2010. Released 2010;Discontinued;116.5 x 49.2 x 10.1 mm (4.59 x 1.94 x 0.40 in);70.6 g (2.47 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.2 cm(~26.6% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSDHC (dedicated slot), 1 GB included;;2 MP;Yes;No;No;1.2, A2DP;No;;FM radio, scheduled recording;Proprietary;;MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 750 mAh battery;Up to 225 h;Up to 6 h 40 min;Black;;;;;;;About 20 EUR;;;;
https://www.gsmarena.com/spice_d_1111-3687.php;https://fdn2.gsmarena.com/vv/bigpic/spice-d-1111.jpg;Spice D-1111;Released 2010;130.2g, 16.8mm thickness;Microsoft Windows Mobile 6.0;60MB storage, microSDHC slot;6;N/A;86,970 hits;"2.8""";240x320 pixels; ;;1350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2010. Released 2010;Discontinued;110.8 x 58.3 x 16.8 mm (4.36 x 2.30 x 0.66 in);130.2 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~37.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Microsoft Windows Mobile 6.0;;;;microSDHC (dedicated slot);60MB;2 MP;Yes;No;No;1.2, A2DP;No;;No;Proprietary;;MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerDocument viewerCurrency/unit convertorVoice memoPredictive text input;Removable Li-Ion 1350 mAh battery;Up to 120 h;Up to 8 h;Black;;;;;CDMA2000 1x;Yes, 384 kbps;About 90 EUR;;;;
https://www.gsmarena.com/spice_m_5252-3688.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-5252.jpg;Spice M-5252;Released 2010;92.6g, 15.3mm thickness;Feature phone;microSDHC slot;5;N/A;84,638 hits;;176x220 pixels; ;;1300 mAh Li-Ion;GSM 900 / 1800 - SIM 1;Class 12;No;2010. Released 2010;Discontinued;110.6 x 47 x 15.3 mm (4.35 x 1.85 x 0.60 in);92.6 g (3.25 oz);Dual SIM (Mini-SIM);TFT, 256K colors;;176 x 220 pixels;;;;;microSDHC (dedicated slot);;CIF;Yes;No;No;No;No;;FM radio, scheduled recording;No;;MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerCurrency/unit convertorAuto Power On/OffVoice memoPredictive text input;Removable Li-Ion 1300 mAh battery;Up to 240 h;Up to 8 h;Black;;;;;;;About 60 EUR;;;;
https://www.gsmarena.com/spice_kt_5353-3640.php;https://fdn2.gsmarena.com/vv/bigpic/spice-kt-5353.jpg;Spice KT-5353;Cancelled;95g, 13.2mm thickness;Feature phone;microSDHC slot;7;N/A;57,504 hits;"2.2""";180x240 pixels; ;;;GSM 900 / 1800;Class 12;No;2010, September;Cancelled;112.9 x 48.2 x 13.2 mm (4.44 x 1.90 x 0.52 in);95 g (3.35 oz);Mini-SIM;TFT,  256K colors;2.2 inches, 15.0 cm(~27.5% screen-to-body ratio);180 x 240 pixels, 4:3 ratio (~136 ppi density);;;;;microSDHC;;VGA;Yes;No;No;2.0, A2DP;No;;FM radio, recording;microUSB;;Facebook, Yahoo, NimbuzzModemWebcam;Removable Li-Ion battery;Up to 300 h;Up to 4 h;Dark grey;;LED flash;;;;;About 50 EUR;Flashlight;;;
