Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;net5g;models;memoryother;bodyother;featuresother;cam2features;optionalother;displayprotection;sar-us;gprstext;edge;displayother;batstandby1;battalktime1
https://www.gsmarena.com/tcl_stylus-11604.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-stylus-5g.jpg;TCL Stylus;Released 2022, June 02;213g, 9mm thickness;Android 12, TCL UI 4.0;128GB storage, microSDXC;21;0.4%;139,689 hits;"6.81""";1080x2460 pixels;4 GB RAM;Dimensity 700;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;2, 4, 5, 12, 25, 26, 41, 66, 71;HSPA, LTE, 5G;2022, June 02;Available. Released 2022, June 02;169.6 x 76.5 x 9 mm (6.68 x 3.01 x 0.35 in);213 g (7.51 oz);Glass front, plastic frame, plastic back;Nano-SIM;IPS LCD, 500 nits (typ);6.81 inches, 110.1 cm(~84.9% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);Android 12, TCL UI 4.0;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);128GB 4GB RAM;"50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF5 MP, 115˚ (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"13 MP, f/2.3, 19mm (ultrawide), 1/3"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.2, A2DP, LE;GPS;Yes;Unspecified;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Ion 4000 mAh, non-removable;Lunar Black;About 240 EUR;25, 41, 66, 77 SA/NSA/Sub6;T779W;;Stylus;;HDR;;NEG;1.25 W/kg (head)     1.25 W/kg (body);;;;;
https://www.gsmarena.com/tcl_tab_10s_5g-11392.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10s-5g.jpg;TCL Tab 10s 5G;Released 2022, Q3;490g, 8.5mm thickness;Android 12;64GB storage, microSDXC;13;0.1%;43,928 hits;"10.1""";1200x1920 pixels;4 GB RAM;MT8771;8000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 32, 38, 40, 41;HSPA, LTE, 5G;2022, February 27;Available. Released 2022, Q3;241.7 x 158.6 x 8.5 mm (9.52 x 6.24 x 0.33 in);490 g (1.08 lb);;Nano-SIM;IPS LCD;10.1 inches, 295.8 cm(~77.2% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);Android 12;Mediatek MT8771;Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC;64GB 4GB RAM;"8 MP, f/2.0, (wide), 1/4"", 1.12µm, AF";LED flash;1080p@30fps;"5 MP, f/2.2, (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS;No;FM radio, RDS;USB Type-C 2.0;Accelerometer, proximity;Li-Po 8000 mAh, non-removable;Dark Gray;About 350 EUR;1, 3, 5, 7, 8, 20, 28, 40, 41, 77, 78 SA/NSA/Sub6;;eMMC 5.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_tab_10_hd_4g-11393.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10-hd-4g.jpg;TCL Tab 10 HD 4G;Released 2022, June;448g, 9.2mm thickness;Android 11;32GB storage, microSDXC;6;0.1%;30,213 hits;"10.1""";800x1280 pixels;3 GB RAM;MT8768E;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 27;Available. Released 2022, June;243.2 x 158.2 x 9.2 mm (9.57 x 6.23 x 0.36 in);448 g (15.80 oz);;Nano-SIM;IPS LCD;10.1 inches, 295.8 cm(~76.9% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Android 11;Mediatek MT8768E;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;"5 MP, f/2.4, (wide), 1/5"", 1.12µm";;1080p@30fps;"5 MP, f/2.2, (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;No;No;No;USB Type-C 2.0;Accelerometer, proximity;Li-Po 5500 mAh, non-removable;Dark Gray;About 180 EUR;;;eMMC 5.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_30_5g-11387.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30-5g.jpg;TCL 30 5G;Released 2022, April 11;184g, 7.7mm thickness;Android 12, TCL UI 4.0;64GB/128GB storage, microSDXC;19;0.5%;129,783 hits;"6.7""";1080x2400 pixels;4 GB RAM;Dimensity 700;5010 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41;HSPA 42.2/11.5 Mbps, LTE Cat13 390/150 Mbps, 5G;2022, February 27;Available. Released 2022, April 11;164.5 x 75.2 x 7.7 mm (6.48 x 2.96 x 0.30 in);184 g (6.49 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);AMOLED, 650 nits (typ), 900 nits (peak);6.7 inches, 108.4 cm(~87.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, TCL UI 4.0;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;"50 MP, f/1.8, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"13 MP, f/2.3, 19mm (ultrawide), 1/3"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;Unspecified;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 5010 mAh, non-removable;Tech Black, Dreamy Blue;About 250 EUR;1, 3, 5, 7, 8, 20, 28, 40, 41, 78 SA/NSA;T776H;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_30+-11386.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30-plus.jpg;TCL 30+;Released 2022, April 20;184g, 7.7mm thickness;Android 12, TCL UI 4.0;128GB storage, microSDXC;18;0.4%;100,916 hits;"6.7""";1080x2400 pixels;4 GB RAM;MT6765V;5010 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100 - EMEA/APAC;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 27;Available. Released 2022, April 20;164.5 x 75.2 x 7.7 mm (6.48 x 2.96 x 0.30 in);184 g (6.49 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 650 nits (typ), 900 nits (peak);6.7 inches, 108.4 cm(~87.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, TCL UI 4.0;Mediatek MT6765V/CB Helio G37 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);128GB 4GB RAM;"50 MP, f/1.9, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"13 MP, f/2.3, 19mm (ultrawide), 1/3"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes (T676K only);Unspecified;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 5010 mAh, non-removable;Tech Black, Muse Blue;About 220 EUR;;T676K, T676J;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_30-11385.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30.jpg;TCL 30;Released 2022, April 20;184g, 7.7mm thickness;Android 12, TCL UI 4.0;64GB storage, microSDXC;12;0.2%;53,992 hits;"6.7""";1080x2400 pixels;4 GB RAM;MT6765V;5010 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 27;Available. Released 2022, April 20;164.5 x 75.2 x 7.7 mm (6.48 x 2.96 x 0.30 in);184 g (6.49 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 650 nits (typ), 900 nits (peak);6.7 inches, 108.4 cm(~87.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, TCL UI 4.0;Mediatek MT6765V/CB Helio G37 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;"50 MP, f/1.9, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;Unspecified;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 5010 mAh, non-removable;Tech Black, Muse Blue;About 200 EUR;;T676H;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_30_se-11384.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30se.jpg;TCL 30 SE;Released 2022, April 20;190g, 8.9mm thickness;Android 12, TCL UI 4.0;64GB/128GB storage, microSDXC;7;0.6%;95,363 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio G25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100  - EMEA/APAC;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2022, February 27;Available. Released 2022, April 20;165.2 x 75.5 x 8.9 mm (6.50 x 2.97 x 0.35 in);190 g (6.70 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (typ);6.52 inches, 102.6 cm(~82.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 12, TCL UI 4.0;Mediatek MT6762G Helio G25 (12 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;"50 MP, f/1.9, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes (6165H/6165H1 only);Unspecified;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Atlantic Blue, Space Gray, Glacial Blue;;;6165H, 6156H1, 6165A, 6165A1;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_30e-11383.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30e.jpg;TCL 30E;Released 2022, April 20;190g, 8.9mm thickness;Android 12;64GB storage, microSDXC;6;0.1%;32,213 hits;"6.52""";720x1600 pixels;3 GB RAM;Helio G25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100  - EMEA/APAC;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA;HSPA 42.2/11.5 Mbps, LTE Cat5 150/75 Mbps;2022, February 27;Available. Released 2022, April 20;165.2 x 75.5 x 8.9 mm (6.50 x 2.97 x 0.35 in);190 g (6.70 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (typ);6.52 inches, 102.6 cm(~82.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 12;Mediatek MT6762G Helio G25 (12 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 3GB RAM;"50 MP, f/1.9, 28mm (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"5 MP, f/2.2, 28mm (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes (6127l only);Unspecified;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Space Gray, Atlantic Blue;;;6127A, 6127l;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_306-11717.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-306-2022.jpg;TCL 306;Released 2022, February;190g, 8.9mm thickness;Android 12, TCL UI;32GB storage, microSDXC;4;0.4%;35,096 hits;"6.52""";720x1600 pixels;3 GB RAM;Helio G25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100 - EMEA, APAC;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA;HSPA 42.2/11.5 Mbps, LTE Cat4 150/75 Mbps;2022, January 31;Available. Released 2022, February;165.2 x 75.5 x 8.9 mm (6.50 x 2.97 x 0.35 in);190 g (6.70 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (typ);6.52 inches, 102.6 cm(~82.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 12, TCL UI;Mediatek MT6762G Helio G25 (12 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;"13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;1080p@30fps;"5 MP, f/2.2, 27mm (wide) 1/5.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP;GPS, GLONASS, GALILEO, BDS;Yes (market/region dependent);FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Space Gray, Atlantic Blue;About 40 EUR;;X668, 6102H;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_305-11341.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-305.jpg;TCL 305;Released 2022, February;190g, 8.9mm thickness;Android 11, TCL UI;32GB/64GB storage, microSDXC;7;0.2%;59,327 hits;"6.52""";720x1600 pixels;2 GB RAM;Helio A22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100 - 6102D;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - 6102D;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2022, January 31;Available. Released 2022, February;165.2 x 75.5 x 8.9 mm (6.50 x 2.97 x 0.35 in);190 g (6.70 oz);Glass front, plastic frame, plastic back;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (typ);6.52 inches, 102.6 cm(~82.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11 (Go edition), TCL UI;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 2GB RAM;"13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;1080p@30fps;"5 MP, f/2.2, 27mm (wide) 1/5.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 g/n, Wi-Fi Direct;5.0, A2DP;GPS, GLONASS, GALILEO;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Space Gray, Atlantic Blue;About 200 EUR;;6102D;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_205-12016.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-205.jpg;TCL 205;Released 2021, October;170.3g, 8.7mm thickness;Android 11, TCL UI;32GB storage, microSDXC;2;0.1%;5,949 hits;"6.22""";720x1520 pixels;2 GB RAM;Unisoc SC9863A;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28, 38, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, October 08;Available. Released 2021, October;159.2 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in);170.3 g (6.00 oz);Glass front, plastic frame, plastic back;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.22 inches, 96.6 cm(~80.7% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~270 ppi density);Android 11 (Go edition), TCL UI;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (uses shared SIM slot);32GB 2GB RAM;"13 MP, f/2.2, (wide) 1/3.06"", 1.12µm, AF2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"5 MP, f/2.2, (wide) 1/5.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Po 4000 mAh, non-removable;Power Gray, Atlantic Blue;About 110 EUR;;4187D;eMMC 5.1;;;HDR;;;;;;;;
https://www.gsmarena.com/tcl_30_v_5g-11303.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30-v-5g.jpg;TCL 30 V 5G;Released 2022, January 28;200.4g, 9.1mm thickness;Android 11, TCL UI;128GB storage, microSDXC;16;0.2%;128,246 hits;"6.67""";1080x2400 pixels;4 GB RAM;Snapdragon 480 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;2, 4, 5, 12, 13, 46, 48, 66;HSPA, LTE-A, 5G;2022, January 04;Available. Released 2022, January 28;165.9 x 76 x 9.1 mm (6.53 x 2.99 x 0.36 in);200.4 g (7.09 oz);Glass front, plastic frame, plastic back;Nano-SIM;IPS LCD;6.67 inches, 107.4 cm(~85.2% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 11, TCL UI;Qualcomm SM4350 Snapdragon 480 5G (8 nm);Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460);Adreno 619;microSDXC (dedicated slot);128GB 4GB RAM;50 MP, (wide), PDAF5 MP, (ultrawide)2 MP, (macro);LED flash, HDR, panorama;1080p@30fps;16 MP, (wide);1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS;No;No;USB Type-C 3.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass, gyro, barometer;Li-Po 4500 mAh, non-removable;Midnight Gray;About 270 EUR;2, 5, 48, 66, 77, 260, 261 SA/NSA/Sub6/mmWave;;;;;;;Corning Gorilla Glass 3;;;;;;
https://www.gsmarena.com/tcl_30_xe_5g-11302.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-30-xe-5g.jpg;TCL 30 XE 5G;Released 2022, March 02;195g, 9mm thickness;Android 11, TCL UI;64GB storage, microSDXC;10;0.4%;82,716 hits;"6.52""";720x1600 pixels;4 GB RAM;Dimensity 700;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 39, 40, 41, 66, 71;HSPA, LTE-A, 5G;2022, January 04;Available. Released 2022, March 02;164.1 x 74.9 x 9 mm (6.46 x 2.95 x 0.35 in);195 g (6.88 oz);Glass front, plastic frame, plastic back;Nano-SIM;IPS LCD, 90Hz;6.52 inches, 102.6 cm(~83.5% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11, TCL UI;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);64GB 4GB RAM;"13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 26mm (wide) 1/4.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;Unspecified;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass, gyro, barometer;Li-Po 4500 mAh, non-removable;Shadow Black;About 170 EUR;25, 41, 66, 71, 77 SA/NSA;T767W;eMMC 5.1;;;;;Dragontrail Glass;;;;;;
https://www.gsmarena.com/tcl_nxtpaper_10s-11304.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-nxtpaper-10s.jpg;TCL NxtPaper 10s;Released 2022, Q3;490g, 8.3mm thickness;Android 11;64GB storage, microSDXC;6;0.1%;31,797 hits;"10.1""";1200x1920 pixels;4 GB RAM;MT8768;8000 mAh Li-Po;N/A;N/A;;;2022, January 04;Available. Released 2022, Q3;241 x 158.6 x 8.3 mm (9.49 x 6.24 x 0.33 in);490 g (1.08 lb);;No;NCVM IPS;10.1 inches, 295.8 cm(~77.4% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);Android 11;Mediatek MT8768;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC;64GB 4GB RAM;"8 MP, f/2.0, (wide), 1/4"", 1.12µm, AF";LED flash;1080p@30fps;"5 MP, f/2.2, (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio, RDS;USB Type-C 2.0;Accelerometer, proximity;Li-Po 8000 mAh, non-removable;Dark Gray, Ethereal Green;;;9081X, 9081X2;eMMC 5.1;Stylus support;;;;;;No;No;;;
