Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;featuresother;cam2features;build;tbench;batlife;optionalother;gprstext;edge;sar-us
https://www.gsmarena.com/ulefone_armor_9e-10441.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-9e.jpg;Ulefone Armor 9E;Released 2020, September 08;324g, 15mm thickness;Android 10;128GB storage, microSDXC;15;0.1%;73,814 hits;"6.3""";1080x2340 pixels;8 GB RAM;Helio P90;6600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;;HSPA 42.2/11.5 Mbps, LTE Cat12 600/150 Mbps;2020, September 08;Available. Released 2020, September 08;168.2 x 82 x 15 mm (6.62 x 3.23 x 0.59 in);324 g (11.43 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.3 inches, 97.4 cm(~70.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Scratch-resistant glass, oleophobic coating;Android 10;Mediatek MT6779 Helio P90 (12 nm);Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55);PowerVR GM9446;microSDXC (uses shared SIM slot);128GB 8GB RAM;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.4, 100˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.2, (macro)2 MP, f/2.2, (depth)";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;8 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG, accessory connector;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, coulombmeter;Li-Po 6600 mAh, non-removable;Black;About 290 EUR;UFS 2.1;Endoscope mount (camera sold separately);HDR, panorama;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_armor_x5_pro-10440.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x5-pro.jpg;Ulefone Armor X5 Pro;Released 2020, September 08;235g, 13.9mm thickness;Android 10;64GB storage, microSDXC;5;N/A;69,814 hits;"5.5""";720x1440 pixels;4 GB RAM;MT6762V;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 28;;HSPA 42.2/11.5 Mbps, LTE-A Cat7 300/150 Mbps;2020, September 08;Available. Released 2020, September 08;158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in);235 g (8.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~63.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 10;Mediatek MT6762V/WD Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP, f/2.0, (wide), PDAF2 MP, (depth);LED flash, Panorama, HDR;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Orange, Red;About 110 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_note_8-10414.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-8.jpg;Ulefone Note 8;Released 2020, August 28;153g, 12mm thickness;Android 10;16GB storage, microSDXC;4;0.1%;83,065 hits;"5.5""";442x960 pixels;2 GB RAM;MT6580;2700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2020, August 28;Available. Released 2020, August 28;141.7 x 66.5 x 12 mm (5.58 x 2.62 x 0.47 in);153 g (5.40 oz);Dual SIM;;IPS LCD;5.5 inches, 74.1 cm(~78.7% screen-to-body ratio);442 x 960 pixels, 19.5:9 ratio (~192 ppi density);;Android 10 (Go edition);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (dedicated slot);16GB 2GB RAM;5 MP, f/2.82 MP;LED flash, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer;Li-Ion 2700 mAh, non-removable;Black, Amber Sunrise, Midnight Green;About 70 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_8-10383.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-8.jpg;Ulefone Armor 8;Released 2020, August 17;282g, 15mm thickness;Android 10;64GB storage, microSDXC;23;0.1%;126,341 hits;"6.1""";720x1560 pixels;4 GB RAM;Helio P60;5580 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 28, 66;;HSPA 42.2/11.5 Mbps, LTE-A Cat7 300/150 Mbps;2020, August 17;Available. Released 2020, August 17;166 x 81.8 x 15 mm (6.54 x 3.22 x 0.59 in);282 g (9.95 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.1 inches, 91.3 cm(~67.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Scratch-resistant glass, oleophobic coating;Android 10;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);64GB 4GB RAM;16 MP, f/2.2, (wide), PDAF5 MP, f/2.4, (macro)2 MP, f/2.2, (depth);LED flash, Panorama, HDR;1080p@30fps;8 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor, coulombmeter;Li-Po 5580 mAh, non-removable;Black, Orange, Red;About 200 EUR;eMMC 5.1;;;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_note_9p-10343.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-9p.jpg;Ulefone Note 9P;Released 2020, July 27;188g, 9.2mm thickness;Android 10;64GB storage, microSDXC;8;0.1%;115,470 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio P22;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA 42.2/11.5 Mbps, LTE-A Cat7 300/150 Mbps;2020, July 27;Available. Released 2020, July 27;166 x 76.7 x 9.2 mm (6.54 x 3.02 x 0.36 in);188 g (6.63 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.52 inches, 102.6 cm(~80.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 10;Mediatek MT6762 Helio P22 (12 nm);Octa-core (4x1.8 GHz & 4x1.5 GHz);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;16 MP, f/2.2, AF5 MP, (macro)2 MP, (depth);Dual-LED flash, HDR;1080p@30fps;8 MP, f/2.2;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 4500 mAh, non-removable;Aurora Blue, Midnight Green, Black;About 120 EUR;eMMC 5.1;;;;;;;;;0.29 W/kg (head)     1.01 W/kg (body)
https://www.gsmarena.com/ulefone_armor_9-10322.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-9.jpg;Ulefone Armor 9;Released 2020, June 29;320g, 15mm thickness;Android 10;128GB storage, microSDXC;37;0.1%;236,425 hits;"6.3""";1080x2340 pixels;8 GB RAM;Helio P90;6600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;;HSPA 42.2/11.5 Mbps, LTE Cat12 600/150 Mbps;2020, June 29;Available. Released 2020, June 29;168.2 x 82 x 15 mm (6.62 x 3.23 x 0.59 in);320 g (11.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.3 inches, 97.4 cm(~70.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Scratch-resistant glass, oleophobic coating;Android 10;Mediatek MT6779 Helio P90 (12 nm);Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55);PowerVR GM9446;microSDXC (uses shared SIM slot);128GB 8GB RAM;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF2 MP, f/2.2, (depth)FLIR thermal camera (Lepton module)";Thermal imaging, heat palettes, temp. spot meter, quad-LED flash, panorama;1080p@30fps;8 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG, accessory connector (endoscope);Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor, coulombmeter;Li-Po 6600 mAh, non-removable;Black;About 550 EUR;UFS 2.1;;;Front glass, aluminum back with rubber, aluminum frame;AnTuTu: 197000 (v8)GeekBench: 1498 (v5.1)GFXBench: 7.9fps (ES 3.1 onscreen);;;;;
https://www.gsmarena.com/ulefone_note_8p-10294.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-8p.jpg;Ulefone Note 8P;Released 2020, June 08;153g, 12mm thickness;Android 10;16GB storage, microSDXC;5;0.1%;111,333 hits;"5.5""";442x960 pixels;2 GB RAM;MT6737;2700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, June 08;Available. Released 2020, June 08;141.7 x 66.5 x 12 mm (5.58 x 2.62 x 0.47 in);153 g (5.40 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 74.1 cm(~78.7% screen-to-body ratio);442 x 960 pixels, 19.5:9 ratio (~192 ppi density);;Android 10 (Go edition);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP1;microSDXC (dedicated slot);16GB 2GB RAM;8 MP, f/2.0, AF2 MP;LED flash, HDR;720p@30fps;5 MP, f/2.2;720p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer;Li-Ion 2700 mAh, non-removable;Black, Amber Sunrise, Midnight Green;About 70 EUR;eMMC 5.1;;;;;;;;;1.11 W/kg (head)     1.11 W/kg (body)
https://www.gsmarena.com/ulefone_armor_x7_pro-10293.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x7-pro1.jpg;Ulefone Armor X7 Pro;Released 2020, June 08;234g, 14.6mm thickness;Android 10;32GB storage, microSDXC;19;0.1%;151,141 hits;"5.0""";720x1280 pixels;4 GB RAM;Helio A20;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20;;HSPA 42.2/11.5 Mbps, LTE Cat6 300/150 Mbps;2020, June 08;Available. Released 2020, June 08;150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in);234 g (8.25 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.0 inches, 68.9 cm(~58.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 10;Mediatek MT6761 Helio A20 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);32GB 4GB RAM;13 MP, f/2.2, (wide), AF2 MP, (depth);Dual-LED flash;1080p@30fps;5 MP, f/2.2;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Black, Orange;About 110 EUR;eMMC 5.1;;;;;;;;;0.80 W/kg (head)     0.79 W/kg (body)
https://www.gsmarena.com/ulefone_armor_7e-10165.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-7e.jpg;Ulefone Armor 7E;Released 2020, March 30;290g, 13.6mm thickness;Android 9.0;128GB storage, microSDXC;25;N/A;135,278 hits;"6.3""";1080x2340 pixels;4 GB RAM;Helio P90;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66, 71;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat13 600/150 Mbps;2020, March 30;Available. Released 2020, March 30;165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in);290 g (10.23 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistantDrop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.3 inches, 97.4 cm(~72.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);;Android 9.0 (Pie);Mediatek MT6779 Helio P90 (12 nm);Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55);PowerVR GM9446;microSDXC (uses shared SIM slot);128GB 4GB RAM;"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.2, (macro)2 MP, f/2.2, (depth)";5-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, heart rate, baroceptor, coulombmeter;Li-Po 5500 mAh, non-removable;Black;About 250 EUR;;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_x7-10141.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x7.jpg;Ulefone Armor X7;Released 2020, March 19;234g, 14.6mm thickness;Android 10;16GB storage, microSDXC;12;N/A;90,152 hits;"5.0""";720x1280 pixels;2 GB RAM;Helio A20;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20;;HSPA 42.2/11.5 Mbps, LTE Cat6 300/150 Mbps;2020, March 19;Available. Released 2020, March 19;150 x 78.9 x 14.6 mm (5.91 x 3.11 x 0.57 in);234 g (8.25 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.0 inches, 68.9 cm(~58.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 10;Mediatek MT6761 Helio A20 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);16GB 2GB RAM;13 MP, f/2.2, (wide), AF;Dual-LED flash;1080p@30fps;5 MP, f/2.2;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO;Yes;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Black, Orange;About 80 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_7-10020.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor7.jpg;Ulefone Armor 7;Released 2019, October;290g, 13.6mm thickness;Android 9.0;128GB storage, microSDXC;58;0.1%;258,361 hits;"6.3""";1080x2340 pixels;8 GB RAM;Helio P90;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66, 71;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat13 600/150 Mbps;2019, October;Available. Released 2019, October;165.9 x 81 x 13.6 mm (6.53 x 3.19 x 0.54 in);290 g (10.23 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP69K dust/water resistantDrop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.3 inches, 97.4 cm(~72.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);;Android 9.0 (Pie);Mediatek MT6779 Helio P90 (12 nm);Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55);PowerVR GM9446;microSDXC (uses shared SIM slot);128GB 8GB RAM;"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF16 MP, f/2.0, (wide), AF8 MP, f/2.4, (telephoto)";5-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, heart rate, baroceptor, coulombmeter;Li-Po 5500 mAh, non-removable;Black;About 440 EUR;;;;;AnTuTu: 163017 (v7), 216770 (v8)GeekBench: 6913 (v4.4), 1476 (v5.1)GFXBench: 7.5fps (ES 3.1 onscreen);;;;;
https://www.gsmarena.com/ulefone_armor_x6-10024.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armorx6.jpg;Ulefone Armor X6;Released 2019, December;223.8g, 14.4mm thickness;Android 9.0;16GB storage, microSDXC;3;N/A;64,601 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;;;HSPA 42.2/11.5 Mbps;2019, December;Available. Released 2019, December;150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in);223.8 g (7.90 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.0 inches, 68.9 cm(~58.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 9.0 (Pie);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);16GB 2GB RAM;8 MP, f/2.2, (wide), AF;Dual-LED flash;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Black;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_6s-10021.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor6s.jpg;Ulefone Armor 6S;Released 2019, October;270g, 13.3mm thickness;Android 9.0;128GB storage, microSDXC;6;N/A;61,655 hits;"6.2""";1080x2246 pixels;6 GB RAM;Helio P70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, September;Available. Released 2019, October;166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in);270 g (9.52 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.2 inches, 96.9 cm(~70.3% screen-to-body ratio);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);;Android 9.0 (Pie);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 6GB RAM;16 MP, f/2.0, (wide), AF8 MP;Dual-LED flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, baroceptor, uv sensor;Li-Po 5000 mAh, non-removable;Black/Red;;eMMC 5.1;;;;;;;;;
