Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;featuresother;cam2features;build;tbench;batlife;optionalother;gprstext;edge;sar-us
https://www.gsmarena.com/ulefone_armor_3w-10022.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor3w.jpg;Ulefone Armor 3W;Released 2019, September;365g, 18.2mm thickness;Android 9.0;64GB storage, microSDXC;11;N/A;84,028 hits;"5.7""";1080x2160 pixels;6 GB RAM;Helio P70;10300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, September;Available. Released 2019, September;164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in);365 g (12.87 oz);Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.7 inches, 83.8 cm(~64.2% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~424 ppi density);;Android 9.0 (Pie);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (dedicated slot);64GB 6GB RAM;"21 MP, f/1.8, (wide), 1/2.4"", 1.12µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP;GPS, GLONASS, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, coulombmeter;Li-Po 10300 mAh, non-removable;Black/Orange;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_3wt-10023.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor3wt.jpg;Ulefone Armor 3WT;Released 2019, September;373.7g, 18.2mm thickness;Android 9.0;64GB storage, microSDXC;24;0.1%;90,738 hits;"5.7""";1080x2160 pixels;6 GB RAM;Helio P70;10300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, September;Available. Released 2019, September;164.8 x 79.2 x 18.2 mm (6.49 x 3.12 x 0.72 in);373.7 g (13.33 oz);Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliantExternal antenna;IPS LCD;5.7 inches, 83.8 cm(~64.2% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~424 ppi density);;Android 9.0 (Pie);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (dedicated slot);64GB 6GB RAM;"21 MP, f/1.8, (wide), 1/2.4"", 1.12µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP;GPS, GLONASS, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, coulombmeter;Li-Po 10300 mAh, non-removable;Black;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_x5-10025.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armorx5.jpg;Ulefone Armor X5;Released 2019, December;223.8g, 14.4mm thickness;Android 9.0;32GB storage, microSDXC;4;0.1%;110,080 hits;"5.5""";720x1440 pixels;3 GB RAM;Helio P23;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, December;Available. Released 2019, December;150 x 78.9 x 14.4 mm (5.91 x 3.11 x 0.57 in);223.8 g (7.90 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~66.0% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 9.0 (Pie);Mediatek MT6763 Helio P23 (16 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);Mali-G71 MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/1.8, (wide), AF2 MP;Dual-LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Red, Orange;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_t2-10027.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-t2.jpg;Ulefone T2;Released 2019, August;197.2g, 8.7mm thickness;Android 9.0;128GB storage, microSDXC;3;N/A;45,007 hits;"6.7""";1080x2280 pixels;6 GB RAM;Helio P70;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28, 34, 38, 39, 40, 41;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, August;Available. Released 2019, August;167.6 x 80.3 x 8.7 mm (6.60 x 3.16 x 0.34 in);197.2 g (6.95 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.7 inches, 112.0 cm(~83.3% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~377 ppi density);;Android 9.0 (Pie);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 6GB RAM;16 MP, f/1.8, (wide), AF8 MP;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4200 mAh, non-removable;Bordeaux Red, Glacier Blue;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_x3-10026.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armorx3.jpg;Ulefone Armor X3;Released 2019, July;235g, 13.9mm thickness;Android 9.0;32GB storage, microSDXC;2;N/A;59,640 hits;"5.5""";720x1440 pixels;2 GB RAM;MT6580;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2019, July;Available. Released 2019, July;158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in);235 g (8.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~63.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 9.0 (Pie);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);32GB 2GB RAM;8 MP, f/1.8, (wide), AF2 MP;Dual-LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Red, Silver;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_5s-10028.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor5s.jpg;Ulefone Armor 5S;Released 2019, July;228g, 12.6mm thickness;Android 9.0;64GB storage, microSDXC;3;N/A;45,854 hits;"5.85""";720x1512 pixels;4 GB RAM;Helio P23;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20;;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, July;Available. Released 2019, July;158.3 x 76 x 12.6 mm (6.23 x 2.99 x 0.50 in);228 g (8.04 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.85 inches, 85.7 cm(~71.2% screen-to-body ratio);720 x 1512 pixels, 19:9 ratio (~286 ppi density);;Android 9.0 (Pie);Mediatek MT6763 Helio P23 (16 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);Mali-G71 MP2;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP, f/1.8, (wide), AF2 MP;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.0, A2DP;GPS, GLONASS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, coulombmeter;Li-Po 5000 mAh, non-removable;Black;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_6e-10031.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor6e.jpg;Ulefone Armor 6E;Released 2019, May;267.5g, 13.3mm thickness;Android 9.0;64GB storage, microSDXC;5;N/A;60,120 hits;"6.2""";1080x2246 pixels;4 GB RAM;Helio P70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 66, 34, 38, 39, 40, 41;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, May;Available. Released 2019, May;166 x 83 x 13.3 mm (6.54 x 3.27 x 0.52 in);267.5 g (9.45 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.2 inches, 96.9 cm(~70.3% screen-to-body ratio);1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density);;Android 9.0 (Pie);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);64GB 4GB RAM;16 MP, f/1.8, (wide), AF2 MP;LED flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, baroceptor, uv sensor;Li-Po 5000 mAh, non-removable;Black, Red;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_note_7p-10032.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note7p.jpg;Ulefone Note 7P;Released 2019, May;178.8g, 9.7mm thickness;Android 9.0;32GB storage, microSDXC;2;N/A;73,363 hits;"6.1""";600x1280 pixels;3 GB RAM;Helio A22;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat7 300/150 Mbps;2019, May;Available. Released 2019, May;156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in);178.8 g (6.31 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;6.1 inches, 92.3 cm(~80.2% screen-to-body ratio);600 x 1280 pixels (~232 ppi density);;Android 9.0 (Pie);Mediatek MT6761 Helio A22 (16 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);32GB 3GB RAM;8 MP, f/1.8, (wide), AF2 MP2 MP;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3500 mAh, non-removable;Black, Gold, Twilight;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_s11-10034.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-s11-.jpg;Ulefone S11;Released 2019, April;177.5g, 9.7mm thickness;Android 8.1 Oreo;32GB storage, microSDXC;2;N/A;90,707 hits;"6.1""";600x1280 pixels;3 GB RAM;MT6580;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2019, April;Available. Released 2019, April;156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in);177.5 g (6.28 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;6.1 inches, 92.3 cm(~80.2% screen-to-body ratio);600 x 1280 pixels (~232 ppi density);;Android 8.1 Oreo (Go edition);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);32GB 3GB RAM;8 MP, f/1.8, (wide), AF2 MP2 MP;LED flash, HDR;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 3500 mAh, non-removable;Black, Gold, Twilight;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_note_7-10033.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note7-.jpg;Ulefone Note 7;Released 2019, April;177.5g, 9.7mm thickness;Android 8.1 Oreo;32GB storage, microSDXC;1;0.1%;122,485 hits;"6.1""";600x1280 pixels;3 GB RAM;MT6580;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2019, April;Available. Released 2019, April;156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in);177.5 g (6.28 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;6.1 inches, 92.3 cm(~80.2% screen-to-body ratio);600 x 1280 pixels (~232 ppi density);;Android 8.1 Oreo (Go edition);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);32GB 3GB RAM;8 MP, f/1.8, (wide), AF2 MP2 MP;LED flash, HDR;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 3500 mAh, non-removable;Black, Gold, Twilight;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_x2-10035.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armorx2.jpg;Ulefone Armor X2;Released 2018, December;256g, 13.9mm thickness;Android 8.1;16GB storage, microSDXC;1;N/A;28,418 hits;"5.5""";720x1440 pixels;2 GB RAM;MT6580;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 21.1/5.76 Mbps;2018, December;Available. Released 2018, December;163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in);256 g (9.03 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~62.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 8.1 (Oreo);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);16GB 2GB RAM;8 MP, f/1.8, (wide), AF5 MP;Dual-LED flash, HDR;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;Yes;Stereo FM radio, RDS, recording;microUSB 2.0;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5500 mAh, non-removable;Dark Gray, Rose Gold;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_s1-10036.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-s1.jpg;Ulefone S1;Released 2018, August;183g, 9.6mm thickness;Android 8.1 Oreo;8GB storage, microSDXC;1;N/A;41,727 hits;"5.5""";480x960 pixels;1 GB RAM;MT6580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 21.1/5.76 Mbps;2018, August;Available. Released 2018, August;148.6 x 70.7 x 9.6 mm (5.85 x 2.78 x 0.38 in);183 g (6.46 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 78.1 cm(~74.3% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~195 ppi density);;Android 8.1 Oreo (Go edition);Mediatek MT6580 (28nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (uses shared SIM slot);8GB 1GB RAM;5 MP, f/2.2, (wide), AF5 MP;LED flash, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, non-removable;Gold, Black;;;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_x-10037.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armorx.jpg;Ulefone Armor X;Released 2018, April;256g, 13.9mm thickness;Android 8.1;16GB storage, microSDXC;2;N/A;43,313 hits;"5.5""";720x1440 pixels;2 GB RAM;MT6739;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/75 Mbps;2018, April;Available. Released 2018, April;163 x 76.6 x 13.9 mm (6.42 x 3.02 x 0.55 in);256 g (9.03 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~62.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 8.1 (Oreo);Mediatek MT6739 (28 nm);Quad-core 1.5 GHz Cortex-A53;PowerVR GE8100;microSDXC (uses shared SIM slot);16GB 2GB RAM;8 MP, f/1.8, (wide), AF5 MP;Dual-LED flash, HDR;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.1, A2DP;GPS;Yes;Stereo FM radio, RDS, recording;microUSB 2.0;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 5500 mAh, non-removable;Dark Gray, Rose Gold;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_2-10038.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor2.jpg;Ulefone Armor 2;Released 2017, August;270g, 14.5mm thickness;Android 7.0;64GB storage, microSDXC;6;N/A;45,358 hits;"5.0""";1080x1920 pixels;6 GB RAM;Helio P25;4700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 38, 39, 40, 41;;HSPA 21.1/5.76 Mbps, LTE-A Cat6 300/50 Mbps;2017, August;Available. Released 2017, August;159 x 78.3 x 14.5 mm (6.26 x 3.08 x 0.57 in);270 g (9.52 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.0 inches, 68.9 cm(~55.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);;Android 7.0 (Nougat);Mediatek MT6757 Helio P25 (16 nm);Octa-core (4x2.6 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mali-T880MP2;microSDXC (uses shared SIM slot);64GB 6GB RAM;16 MP, f/2.0, (wide), AF;Dual-LED dual-tone flash, HDR;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.1, A2DP;GPS, GLONASS;Yes;Stereo FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity, gyro, compass, barometer;Li-Po 4700 mAh, non-removable;Gray, Gold;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_8_5g-10472.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-8-5g.jpg;Ulefone Armor 8 5G;Cancelled;;Android 10;256GB storage, microSDXC;7;N/A;55,112 hits;"6.1""";720x1560 pixels;8 GB RAM;Dimensity 800;5080 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;SA/NSA;HSPA, LTE-A, 5G;2020, September 21;Cancelled;-;-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.1 inches, 91.3 cm;720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Scratch-resistant glass, oleophobic coating;Android 10;Mediatek MT6873 Dimensity 800 (7 nm);Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55);Mali-G57 MP4;microSDXC (uses shared SIM slot);256GB 8GB RAM;"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF2 other unknown cameras";LED flash, Panorama, HDR;1080p@30fps;Unknown camera;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;Yes;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor, coulombmeter;Li-Po 5080 mAh, non-removable;Black, Orange, Red;;;;;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_t2_pro-9103.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-t2-pro.jpg;Ulefone T2 Pro;Cancelled;159g, 7.7mm thickness;Android 8.1;128GB storage, microSDXC;70;N/A;327,575 hits;"6.7""";1080x2258 pixels;8 GB RAM;Helio P70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);;HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2018, February;Cancelled;165.9 x 78.3 x 7.7 mm (6.53 x 3.08 x 0.30 in);159 g (5.61 oz);Dual SIM (Nano-SIM/Micro-SIM, dual stand-by);;IPS LCD;6.7 inches, 112.7 cm(~86.8% screen-to-body ratio);1080 x 2258 pixels, 19:9 ratio (~374 ppi density);;Android 8.1 (Oreo);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.5 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP4;microSDXC;128GB 8GB RAM;21 MP, PDAF13 MP;Dual-LED flash, HDR, panorama;4K@60fps, 1080p@30fps;"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm";;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Gold;About 300 EUR;eMMC 5.1;;;Glass front, aluminum back, aluminum frame;;;;;;
